Tensao [V];Corrente [A]
-5;-9,174189E-10
-4,95;-8,780801E-10
-4,9;-8,549143E-10
-4,85;-8,360587E-10
-4,8;-8,254018E-10
-4,75;-8,090335E-10
-4,7;-7,981217E-10
-4,65;-7,845128E-10
-4,6;-7,747406E-10
-4,55;-7,638095E-10
-4,5;-7,52877E-10
-4,45;-7,425172E-10
-4,4;-7,328427E-10
-4,35;-7,20771E-10
-4,3;-7,122334E-10
-4,25;-7,009469E-10
-4,2;-6,904225E-10
-4,15;-6,784905E-10
-4,1;-6,691496E-10
-4,05;-6,610577E-10
-4;-6,511107E-10
-3,95;-6,419424E-10
-3,9;-6,350374E-10
-3,85;-6,244155E-10
-3,8;-6,124117E-10
-3,75;-6,033133E-10
-3,7;-5,940115E-10
-3,65;-5,885166E-10
-3,6;-5,787267E-10
-3,55;-5,688852E-10
-3,5;-5,616023E-10
-3,45;-5,536244E-10
-3,4;-5,418126E-10
-3,35;-5,336884E-10
-3,3;-5,263793E-10
-3,25;-5,175571E-10
-3,2;-5,054663E-10
-3,15;-4,958491E-10
-3,1;-4,90597E-10
-3,05;-4,819244E-10
-3;-4,703304E-10
-2,95;-4,606532E-10
-2,9;-4,537049E-10
-2,85;-4,459185E-10
-2,8;-4,344697E-10
-2,75;-4,250278E-10
-2,7;-4,188892E-10
-2,65;-4,094377E-10
-2,6;-4,004085E-10
-2,55;-3,88395E-10
-2,5;-3,780612E-10
-2,45;-3,688912E-10
-2,4;-3,581641E-10
-2,35;-3,473847E-10
-2,3;-3,412783E-10
-2,25;-3,309684E-10
-2,2;-3,225437E-10
-2,15;-3,129918E-10
-2,1;-3,037321E-10
-2,05;-2,92936E-10
-2;-2,842718E-10
-1,95;-2,731089E-10
-1,9;-2,660474E-10
-1,85;-2,542641E-10
-1,8;-2,42078E-10
-1,75;-2,290995E-10
-1,7;-2,23294E-10
-1,65;-2,113308E-10
-1,6;-1,969119E-10
-1,55;-1,803533E-10
-1,5;-1,692472E-10
-1,45;-1,533957E-10
-1,4;-1,369037E-10
-1,35;-1,12673E-10
-1,3;-8,949377E-11
-1,25;-5,895217E-11
-1,2;-1,090811E-11
-1,15;5,343512E-11
-1,1;1,384725E-10
-1,05;2,576677E-10
-1;4,214455E-10
-0,95;6,506443E-10
-0,9;9,708261E-10
-0,85;1,441997E-09
-0,8;2,396814E-09
-0,75;3,342273E-09
-0,7;5,237488E-09
-0,65;8,396369E-09
-0,6;1,357166E-08
-0,55;2,659594E-08
-0,5;4,251107E-08
-0,45;6,630636E-08
-0,4;9,946055E-08
-0,35;1,421049E-07
-0,3;1,916983E-07
-0,25;2,446267E-07
-0,2;2,982829E-07
-0,15;3,522346E-07
-0,1;4,063087E-07
-0,05;4,605137E-07
0;5,152527E-07
0,05;5,701722E-07
0,1;6,251489E-07
0,15;6,804233E-07
0,2;7,359645E-07
0,25;7,917524E-07
0,3;8,480268E-07
0,35;9,042089E-07
0,4;9,606284E-07
0,45;1,017244E-06
0,5;1,074018E-06
0,55;1,131168E-06
0,6;1,188236E-06
0,65;1,245509E-06
0,7;1,302642E-06
0,75;1,359617E-06
0,8;1,416508E-06
0,85;1,472637E-06
0,9;1,528056E-06
0,95;1,582338E-06
1;1,635465E-06
1,05;1,687531E-06
1,1;1,737768E-06
1,15;1,786341E-06
1,2;1,833179E-06
1,25;1,878276E-06
1,3;1,921627E-06
1,35;1,962883E-06
1,4;2,002254E-06
1,45;2,039864E-06
1,5;2,075544E-06
1,55;2,10765E-06
1,6;2,1415E-06
1,65;2,172128E-06
1,7;2,201365E-06
1,75;2,229071E-06
1,8;2,255536E-06
1,85;2,280912E-06
1,9;2,30532E-06
1,95;2,328791E-06
2;2,351396E-06
2,05;2,373384E-06
2,1;2,39491E-06
2,15;2,415735E-06
2,2;2,435768E-06
2,25;2,455578E-06
2,3;2,474721E-06
2,35;2,493252E-06
2,4;2,511267E-06
2,45;2,528493E-06
2,5;2,545568E-06
2,55;2,561665E-06
2,6;2,57765E-06
2,65;2,593121E-06
2,7;2,607978E-06
2,75;2,622345E-06
2,8;2,636324E-06
2,85;2,649812E-06
2,9;2,663001E-06
2,95;2,676217E-06
3;2,688777E-06
3,05;2,700888E-06
3,1;2,713152E-06
3,15;2,72501E-06
3,2;2,736557E-06
3,25;2,747904E-06
3,3;2,75906E-06
3,35;2,770196E-06
3,4;2,78085E-06
3,45;2,791342E-06
3,5;2,8017E-06
3,55;2,812078E-06
3,6;2,822122E-06
3,65;2,831713E-06
3,7;2,841379E-06
3,75;2,850946E-06
3,8;2,860285E-06
3,85;2,869186E-06
3,9;2,878326E-06
3,95;2,887065E-06
4;2,895916E-06
4,05;2,904252E-06
4,1;2,912564E-06
4,15;2,920864E-06
4,2;2,92904E-06
4,25;2,937324E-06
4,3;2,94506E-06
4,35;2,952858E-06
4,4;2,960883E-06
4,45;2,968542E-06
4,5;2,976364E-06
4,55;2,983887E-06
4,6;2,991813E-06
4,65;2,999234E-06
4,7;3,006666E-06
4,75;3,014152E-06
4,8;3,021649E-06
4,85;3,029034E-06
4,9;3,036506E-06
4,95;3,043776E-06
5;3,051096E-06
