Tensao [V];Corrente [A]
-5;-1,121123E-09
-4,95;-1,075112E-09
-4,9;-1,042597E-09
-4,85;-1,0171E-09
-4,8;-9,950156E-10
-4,75;-9,702876E-10
-4,7;-9,417881E-10
-4,65;-9,302425E-10
-4,6;-9,197192E-10
-4,55;-9,109099E-10
-4,5;-8,966056E-10
-4,45;-8,808456E-10
-4,4;-8,694405E-10
-4,35;-8,504477E-10
-4,3;-8,353792E-10
-4,25;-8,24295E-10
-4,2;-8,100913E-10
-4,15;-7,955953E-10
-4,1;-7,836406E-10
-4,05;-7,718392E-10
-4;-7,588087E-10
-3,95;-7,505255E-10
-3,9;-7,455632E-10
-3,85;-7,350951E-10
-3,8;-7,252918E-10
-3,75;-7,066335E-10
-3,7;-6,95303E-10
-3,65;-6,852335E-10
-3,6;-6,747995E-10
-3,55;-6,624543E-10
-3,5;-6,494302E-10
-3,45;-6,377239E-10
-3,4;-6,271075E-10
-3,35;-6,148447E-10
-3,3;-6,000491E-10
-3,25;-5,882067E-10
-3,2;-5,814363E-10
-3,15;-5,706254E-10
-3,1;-5,534898E-10
-3,05;-5,366472E-10
-3;-5,317082E-10
-2,95;-5,179002E-10
-2,9;-5,088314E-10
-2,85;-4,991039E-10
-2,8;-4,835273E-10
-2,75;-4,68883E-10
-2,7;-4,477479E-10
-2,65;-4,323055E-10
-2,6;-4,171893E-10
-2,55;-3,966115E-10
-2,5;-3,774185E-10
-2,45;-3,50615E-10
-2,4;-3,29331E-10
-2,35;-3,06304E-10
-2,3;-2,726009E-10
-2,25;-2,460748E-10
-2,2;-2,119331E-10
-2,15;-1,81744E-10
-2,1;-1,400104E-10
-2,05;-9,811796E-11
-2;-5,751171E-11
-1,95;-9,794019E-12
-1,9;4,10543E-11
-1,85;9,762604E-11
-1,8;1,488011E-10
-1,75;2,095852E-10
-1,7;2,819514E-10
-1,65;3,341923E-10
-1,6;3,913773E-10
-1,55;4,424637E-10
-1,5;5,050149E-10
-1,45;5,724597E-10
-1,4;6,433238E-10
-1,35;7,152784E-10
-1,3;7,894752E-10
-1,25;8,674413E-10
-1,2;9,486619E-10
-1,15;1,036832E-09
-1,1;1,133778E-09
-1,05;1,242386E-09
-1;1,354276E-09
-0,95;1,480289E-09
-0,9;1,637671E-09
-0,85;1,836914E-09
-0,8;2,090877E-09
-0,75;2,394461E-09
-0,7;2,915117E-09
-0,65;3,66389E-09
-0,6;4,776335E-09
-0,55;6,416406E-09
-0,5;8,788532E-09
-0,45;1,211437E-08
-0,4;1,651578E-08
-0,35;2,479666E-08
-0,3;3,163832E-08
-0,25;3,935603E-08
-0,2;4,799966E-08
-0,15;5,7462E-08
-0,1;6,753435E-08
-0,05;7,8131E-08
0;8,928296E-08
0,05;1,00621E-07
0,1;1,122482E-07
0,15;1,240259E-07
0,2;1,359669E-07
0,25;1,481421E-07
0,3;1,604799E-07
0,35;1,729204E-07
0,4;1,85459E-07
0,45;1,982501E-07
0,5;2,111265E-07
0,55;2,242415E-07
0,6;2,37665E-07
0,65;2,51468E-07
0,7;2,65621E-07
0,75;2,800209E-07
0,8;2,94776E-07
0,85;3,099017E-07
0,9;3,25124E-07
0,95;3,403236E-07
1;3,555993E-07
1,05;3,708171E-07
1,1;3,859234E-07
1,15;4,006863E-07
1,2;4,152821E-07
1,25;4,297613E-07
1,3;4,438835E-07
1,35;4,576734E-07
1,4;4,711736E-07
1,45;4,84325E-07
1,5;4,971603E-07
1,55;5,095773E-07
1,6;5,215549E-07
1,65;5,333606E-07
1,7;5,448213E-07
1,75;5,55911E-07
1,8;5,66717E-07
1,85;5,771789E-07
1,9;5,874829E-07
1,95;5,973498E-07
2;6,07016E-07
2,05;6,16457E-07
2,1;6,257448E-07
2,15;6,346215E-07
2,2;6,433584E-07
2,25;6,519101E-07
2,3;6,603594E-07
2,35;6,685066E-07
2,4;6,764604E-07
2,45;6,842167E-07
2,5;6,919201E-07
2,55;6,993731E-07
2,6;7,06575E-07
2,65;7,136906E-07
2,7;7,206881E-07
2,75;7,274497E-07
2,8;7,339918E-07
2,85;7,403074E-07
2,9;7,464928E-07
2,95;7,526129E-07
3;7,583977E-07
3,05;7,64065E-07
3,1;7,696492E-07
3,15;7,750444E-07
3,2;7,802793E-07
3,25;7,853155E-07
3,3;7,903579E-07
3,35;7,952804E-07
3,4;8,00118E-07
3,45;8,048231E-07
3,5;8,095317E-07
3,55;8,141534E-07
3,6;8,187714E-07
3,65;8,232655E-07
3,7;8,277922E-07
3,75;8,322853E-07
3,8;8,367459E-07
3,85;8,412114E-07
3,9;8,455268E-07
3,95;8,499706E-07
4;8,542636E-07
4,05;8,586437E-07
4,1;8,628581E-07
4,15;8,671416E-07
4,2;8,713833E-07
4,25;8,755058E-07
4,3;8,796452E-07
4,35;8,837547E-07
4,4;8,878271E-07
4,45;8,91879E-07
4,5;8,957683E-07
4,55;8,996391E-07
4,6;9,034701E-07
4,65;9,072555E-07
4,7;9,109464E-07
4,75;9,146066E-07
4,8;9,181852E-07
4,85;9,217243E-07
4,9;9,251251E-07
4,95;9,28559E-07
5;9,318724E-07
