Tensao [V];Corrente [A]
-5;-1,806855E-09
-4,95;-1,772583E-09
-4,9;-1,748645E-09
-4,85;-1,730963E-09
-4,8;-1,71533E-09
-4,75;-1,70277E-09
-4,7;-1,685793E-09
-4,65;-1,671439E-09
-4,6;-1,659829E-09
-4,55;-1,649439E-09
-4,5;-1,635643E-09
-4,45;-1,623611E-09
-4,4;-1,614336E-09
-4,35;-1,60461E-09
-4,3;-1,591029E-09
-4,25;-1,57628E-09
-4,2;-1,566274E-09
-4,15;-1,556591E-09
-4,1;-1,544138E-09
-4,05;-1,531511E-09
-4;-1,523374E-09
-3,95;-1,515369E-09
-3,9;-1,501228E-09
-3,85;-1,488498E-09
-3,8;-1,477942E-09
-3,75;-1,469013E-09
-3,7;-1,454654E-09
-3,65;-1,445205E-09
-3,6;-1,434329E-09
-3,55;-1,426088E-09
-3,5;-1,414862E-09
-3,45;-1,402277E-09
-3,4;-1,391512E-09
-3,35;-1,382132E-09
-3,3;-1,368742E-09
-3,25;-1,355707E-09
-3,2;-1,34333E-09
-3,15;-1,332893E-09
-3,1;-1,319682E-09
-3,05;-1,303674E-09
-3;-1,292901E-09
-2,95;-1,281286E-09
-2,9;-1,267309E-09
-2,85;-1,251379E-09
-2,8;-1,237086E-09
-2,75;-1,227344E-09
-2,7;-1,211103E-09
-2,65;-1,19474E-09
-2,6;-1,178357E-09
-2,55;-1,167349E-09
-2,5;-1,148939E-09
-2,45;-1,12992E-09
-2,4;-1,113029E-09
-2,35;-1,100931E-09
-2,3;-1,082083E-09
-2,25;-1,064265E-09
-2,2;-1,046364E-09
-2,15;-1,031764E-09
-2,1;-1,012911E-09
-2,05;-9,909837E-10
-2;-9,704401E-10
-1,95;-9,548247E-10
-1,9;-9,31896E-10
-1,85;-9,0798E-10
-1,8;-8,822238E-10
-1,75;-8,597639E-10
-1,7;-8,277453E-10
-1,65;-7,884894E-10
-1,6;-7,451171E-10
-1,55;-6,917853E-10
-1,5;-6,225786E-10
-1,45;-5,247898E-10
-1,4;-3,947815E-10
-1,35;-2,283136E-10
-1,3;-6,905663E-12
-1,25;2,808312E-10
-1,2;6,517581E-10
-1,15;1,124195E-09
-1,1;1,744061E-09
-1,05;2,765832E-09
-1;3,706701E-09
-0,95;5,257385E-09
-0,9;7,465883E-09
-0,85;1,057301E-08
-0,8;1,495647E-08
-0,75;2,427473E-08
-0,7;3,393398E-08
-0,65;4,708432E-08
-0,6;6,485361E-08
-0,55;8,883526E-08
-0,5;1,204107E-07
-0,45;1,6096E-07
-0,4;2,106933E-07
-0,35;2,673342E-07
-0,3;3,267089E-07
-0,25;3,870144E-07
-0,2;4,476541E-07
-0,15;5,087401E-07
-0,1;5,7022E-07
-0,05;6,323642E-07
0;6,954903E-07
0,05;7,592378E-07
0,1;8,234923E-07
0,15;8,886065E-07
0,2;9,544481E-07
0,25;1,021241E-06
0,3;1,08882E-06
0,35;1,156977E-06
0,4;1,225773E-06
0,45;1,295515E-06
0,5;1,365992E-06
0,55;1,437405E-06
0,6;1,509449E-06
0,65;1,581841E-06
0,7;1,654901E-06
0,75;1,728078E-06
0,8;1,80155E-06
0,85;1,874622E-06
0,9;1,947272E-06
0,95;2,019478E-06
1;2,090252E-06
1,05;2,160572E-06
1,1;2,229513E-06
1,15;2,296523E-06
1,2;2,362083E-06
1,25;2,425834E-06
1,3;2,488232E-06
1,35;2,548335E-06
1,4;2,607147E-06
1,45;2,66403E-06
1,5;2,719114E-06
1,55;2,772789E-06
1,6;2,824868E-06
1,65;2,874929E-06
1,7;2,923271E-06
1,75;2,970085E-06
1,8;3,014793E-06
1,85;3,058672E-06
1,9;3,100158E-06
1,95;3,139875E-06
2;3,178592E-06
2,05;3,215614E-06
2,1;3,250892E-06
2,15;3,285772E-06
2,2;3,318832E-06
2,25;3,351392E-06
2,3;3,382833E-06
2,35;3,414226E-06
2,4;3,443275E-06
2,45;3,473026E-06
2,5;3,500949E-06
2,55;3,528904E-06
2,6;3,555197E-06
2,65;3,581675E-06
2,7;3,606812E-06
2,75;3,631811E-06
2,8;3,655179E-06
2,85;3,679124E-06
2,9;3,701153E-06
2,95;3,723253E-06
3;3,744443E-06
3,05;3,765291E-06
3,1;3,785215E-06
3,15;3,805138E-06
3,2;3,823767E-06
3,25;3,842549E-06
3,3;3,859936E-06
3,35;3,878541E-06
3,4;3,895567E-06
3,45;3,912204E-06
3,5;3,929092E-06
3,55;3,945718E-06
3,6;3,961452E-06
3,65;3,976497E-06
3,7;3,992783E-06
3,75;4,007186E-06
3,8;4,022772E-06
3,85;4,03635E-06
3,9;4,051681E-06
3,95;4,064655E-06
4;4,079579E-06
4,05;4,092487E-06
4,1;4,106031E-06
4,15;4,119244E-06
4,2;4,132209E-06
4,25;4,14403E-06
4,3;4,157441E-06
4,35;4,169153E-06
4,4;4,181389E-06
4,45;4,19285E-06
4,5;4,205123E-06
4,55;4,216108E-06
4,6;4,227301E-06
4,65;4,238899E-06
4,7;4,24928E-06
4,75;4,260349E-06
4,8;4,270793E-06
4,85;4,281766E-06
4,9;4,291716E-06
4,95;4,302449E-06
5;4,312152E-06
