Tensao [V];Corrente [A]
-5;-1,322905E-10
-4,95;-1,064362E-10
-4,9;-8,388375E-11
-4,85;-6,724255E-11
-4,8;-5,170659E-11
-4,75;-3,919154E-11
-4,7;-2,762022E-11
-4,65;-1,315115E-11
-4,6;-1,016812E-12
-4,55;1,138029E-11
-4,5;2,168167E-11
-4,45;3,315355E-11
-4,4;4,482619E-11
-4,35;5,38376E-11
-4,3;6,257305E-11
-4,25;7,399927E-11
-4,2;8,343084E-11
-4,15;9,488913E-11
-4,1;1,027732E-10
-4,05;1,127444E-10
-4;1,228979E-10
-3,95;1,316838E-10
-3,9;1,407334E-10
-3,85;1,494663E-10
-3,8;1,59976E-10
-3,75;1,70758E-10
-3,7;1,806303E-10
-3,65;1,911266E-10
-3,6;1,986261E-10
-3,55;2,085641E-10
-3,5;2,171663E-10
-3,45;2,253079E-10
-3,4;2,34928E-10
-3,35;2,464381E-10
-3,3;2,557909E-10
-3,25;2,654083E-10
-3,2;2,73699E-10
-3,15;2,831292E-10
-3,1;2,91734E-10
-3,05;3,007441E-10
-3;3,138488E-10
-2,95;3,226073E-10
-2,9;3,340337E-10
-2,85;3,443484E-10
-2,8;3,545046E-10
-2,75;3,653183E-10
-2,7;3,748561E-10
-2,65;3,853065E-10
-2,6;3,964728E-10
-2,55;4,049482E-10
-2,5;4,144301E-10
-2,45;4,236659E-10
-2,4;4,357967E-10
-2,35;4,460701E-10
-2,3;4,56502E-10
-2,25;4,685021E-10
-2,2;4,780255E-10
-2,15;4,887097E-10
-2,1;5,020603E-10
-2,05;5,115143E-10
-2;5,243204E-10
-1,95;5,359376E-10
-1,9;5,484325E-10
-1,85;5,625491E-10
-1,8;5,741144E-10
-1,75;5,837432E-10
-1,7;5,98794E-10
-1,65;6,085951E-10
-1,6;6,227294E-10
-1,55;6,326847E-10
-1,5;6,486303E-10
-1,45;6,63392E-10
-1,4;6,760948E-10
-1,35;6,876265E-10
-1,3;6,99196E-10
-1,25;7,12347E-10
-1,2;7,310882E-10
-1,15;7,438337E-10
-1,1;7,606594E-10
-1,05;7,716283E-10
-1;7,84607E-10
-0,95;7,994513E-10
-0,9;8,157945E-10
-0,85;8,282733E-10
-0,8;8,473764E-10
-0,75;8,614261E-10
-0,7;8,748756E-10
-0,65;8,910485E-10
-0,6;9,064312E-10
-0,55;9,183465E-10
-0,5;9,329728E-10
-0,45;9,52624E-10
-0,4;9,729088E-10
-0,35;9,957991E-10
-0,3;1,033035E-09
-0,25;1,079294E-09
-0,2;1,155292E-09
-0,15;1,277652E-09
-0,1;1,441535E-09
-0,05;1,662817E-09
0;1,995236E-09
0,05;2,288046E-09
0,1;2,509291E-09
0,15;2,829174E-09
0,2;3,151335E-09
0,25;3,442931E-09
0,3;3,728031E-09
0,35;4,042984E-09
0,4;4,361852E-09
0,45;4,656762E-09
0,5;4,946661E-09
0,55;5,258702E-09
0,6;5,58326E-09
0,65;5,8803E-09
0,7;6,172796E-09
0,75;6,498147E-09
0,8;6,827059E-09
0,85;7,142086E-09
0,9;7,447118E-09
0,95;7,775731E-09
1;8,116284E-09
1,05;8,432333E-09
1,1;8,736893E-09
1,15;9,054688E-09
1,2;9,371249E-09
1,25;9,682323E-09
1,3;9,967155E-09
1,35;1,026467E-08
1,4;1,055526E-08
1,45;1,083619E-08
1,5;1,111511E-08
1,55;1,139226E-08
1,6;1,165977E-08
1,65;1,193338E-08
1,7;1,218172E-08
1,75;1,243019E-08
1,8;1,268148E-08
1,85;1,293159E-08
1,9;1,316998E-08
1,95;1,340853E-08
2;1,363614E-08
2,05;1,386291E-08
2,1;1,407731E-08
2,15;1,429946E-08
2,2;1,451487E-08
2,25;1,473025E-08
2,3;1,493902E-08
2,35;1,51451E-08
2,4;1,535431E-08
2,45;1,556392E-08
2,5;1,576436E-08
2,55;1,595326E-08
2,6;1,615118E-08
2,65;1,634527E-08
2,7;1,653538E-08
2,75;1,672294E-08
2,8;1,691323E-08
2,85;1,710333E-08
2,9;1,728225E-08
2,95;1,746357E-08
3;1,763297E-08
3,05;1,78146E-08
3,1;1,79794E-08
3,15;1,814972E-08
3,2;1,831813E-08
3,25;1,848114E-08
3,3;1,864358E-08
3,35;1,879474E-08
3,4;1,896072E-08
3,45;1,909982E-08
3,5;1,925615E-08
3,55;1,940474E-08
3,6;1,956199E-08
3,65;1,97018E-08
3,7;1,985678E-08
3,75;2,000409E-08
3,8;2,015678E-08
3,85;2,029813E-08
3,9;2,044441E-08
3,95;2,059293E-08
4;2,074215E-08
4,05;2,088491E-08
4,1;2,111901E-08
4,15;2,126265E-08
4,2;2,138665E-08
4,25;2,15548E-08
4,3;2,169451E-08
4,35;2,182595E-08
4,4;2,198339E-08
4,45;2,210766E-08
4,5;2,226358E-08
4,55;2,240169E-08
4,6;2,254304E-08
4,65;2,269408E-08
4,7;2,285077E-08
4,75;2,297101E-08
4,8;2,310647E-08
4,85;2,324758E-08
4,9;2,338781E-08
4,95;2,351258E-08
5;2,367405E-08
