Tensao [V];Corrente [A]
-5;-1,333304E-10
-4,95;-1,097838E-10
-4,9;-8,600162E-11
-4,85;-6,738554E-11
-4,8;-5,034516E-11
-4,75;-3,749008E-11
-4,7;-2,404732E-11
-4,65;-9,808641E-12
-4,6;1,223071E-12
-4,55;1,289822E-11
-4,5;2,213878E-11
-4,45;3,244265E-11
-4,4;4,401677E-11
-4,35;5,29074E-11
-4,3;6,650212E-11
-4,25;7,696122E-11
-4,2;8,465918E-11
-4,15;9,512812E-11
-4,1;1,040103E-10
-4,05;1,133395E-10
-4;1,233796E-10
-3,95;1,314004E-10
-3,9;1,414357E-10
-3,85;1,520007E-10
-3,8;1,617563E-10
-3,75;1,690281E-10
-3,7;1,776168E-10
-3,65;1,896936E-10
-3,6;1,971698E-10
-3,55;2,03673E-10
-3,5;2,168894E-10
-3,45;2,273582E-10
-3,4;2,371508E-10
-3,35;2,454391E-10
-3,3;2,542458E-10
-3,25;2,653024E-10
-3,2;2,739393E-10
-3,15;2,846645E-10
-3,1;2,919891E-10
-3,05;2,999139E-10
-3;3,125834E-10
-2,95;3,214345E-10
-2,9;3,342037E-10
-2,85;3,444666E-10
-2,8;3,529166E-10
-2,75;3,65044E-10
-2,7;3,746811E-10
-2,65;3,854163E-10
-2,6;3,958142E-10
-2,55;4,053624E-10
-2,5;4,178827E-10
-2,45;4,278551E-10
-2,4;4,379197E-10
-2,35;4,483188E-10
-2,3;4,590613E-10
-2,25;4,730835E-10
-2,2;4,83577E-10
-2,15;4,923456E-10
-2,1;5,050272E-10
-2,05;5,173125E-10
-2;5,274463E-10
-1,95;5,37946E-10
-1,9;5,45996E-10
-1,85;5,624065E-10
-1,8;5,73845E-10
-1,75;5,890697E-10
-1,7;6,003054E-10
-1,65;6,142732E-10
-1,6;6,278835E-10
-1,55;6,393103E-10
-1,5;6,490474E-10
-1,45;6,647121E-10
-1,4;6,778904E-10
-1,35;6,910953E-10
-1,3;7,029665E-10
-1,25;7,143816E-10
-1,2;7,301609E-10
-1,15;7,421111E-10
-1,1;7,570778E-10
-1,05;7,70646E-10
-1;7,867897E-10
-0,95;8,023356E-10
-0,9;8,136984E-10
-0,85;8,29324E-10
-0,8;8,44316E-10
-0,75;8,57072E-10
-0,7;8,745314E-10
-0,65;8,889422E-10
-0,6;9,029077E-10
-0,55;9,175169E-10
-0,5;9,324325E-10
-0,45;9,510226E-10
-0,4;9,735799E-10
-0,35;9,989537E-10
-0,3;1,030421E-09
-0,25;1,078243E-09
-0,2;1,164274E-09
-0,15;1,275815E-09
-0,1;1,432018E-09
-0,05;1,654442E-09
0;2,021478E-09
0,05;2,321593E-09
0,1;2,521663E-09
0,15;2,843395E-09
0,2;3,139207E-09
0,25;3,432142E-09
0,3;3,736648E-09
0,35;4,06604E-09
0,4;4,357679E-09
0,45;4,646243E-09
0,5;4,954711E-09
0,55;5,28302E-09
0,6;5,586558E-09
0,65;5,877116E-09
0,7;6,190858E-09
0,75;6,518047E-09
0,8;6,83208E-09
0,85;7,139266E-09
0,9;7,458651E-09
0,95;7,796541E-09
1;8,126191E-09
1,05;8,431012E-09
1,1;8,751776E-09
1,15;9,071927E-09
1,2;9,38959E-09
1,25;9,679357E-09
1,3;9,980504E-09
1,35;1,028091E-08
1,4;1,057737E-08
1,45;1,084569E-08
1,5;1,112366E-08
1,55;1,139903E-08
1,6;1,16734E-08
1,65;1,193423E-08
1,7;1,218623E-08
1,75;1,244838E-08
1,8;1,270362E-08
1,85;1,294024E-08
1,9;1,31814E-08
1,95;1,342014E-08
2;1,365311E-08
2,05;1,387878E-08
2,1;1,409388E-08
2,15;1,432678E-08
2,2;1,454307E-08
2,25;1,47545E-08
2,3;1,495976E-08
2,35;1,517717E-08
2,4;1,537561E-08
2,45;1,557365E-08
2,5;1,577388E-08
2,55;1,598257E-08
2,6;1,617146E-08
2,65;1,636867E-08
2,7;1,655533E-08
2,75;1,67511E-08
2,8;1,693473E-08
2,85;1,711861E-08
2,9;1,730701E-08
2,95;1,748842E-08
3;1,7661E-08
3,05;1,784363E-08
3,1;1,800838E-08
3,15;1,818549E-08
3,2;1,834629E-08
3,25;1,851081E-08
3,3;1,867197E-08
3,35;1,883129E-08
3,4;1,898315E-08
3,45;1,914596E-08
3,5;1,929623E-08
3,55;1,945214E-08
3,6;1,959666E-08
3,65;1,974107E-08
3,7;1,988603E-08
3,75;2,00373E-08
3,8;2,0184E-08
3,85;2,033172E-08
3,9;2,047658E-08
3,95;2,062595E-08
4;2,076954E-08
4,05;2,091299E-08
4,1;2,11547E-08
4,15;2,128339E-08
4,2;2,142825E-08
4,25;2,157527E-08
4,3;2,170885E-08
4,35;2,185585E-08
4,4;2,199469E-08
4,45;2,214498E-08
4,5;2,229161E-08
4,55;2,244832E-08
4,6;2,258062E-08
4,65;2,273757E-08
4,7;2,287112E-08
4,75;2,301475E-08
4,8;2,316151E-08
4,85;2,330677E-08
4,9;2,342047E-08
4,95;2,358069E-08
5;2,369856E-08
