Tensao [V];Corrente [A]
-5;-5,08195E-09
-4,95;-5,185357E-09
-4,9;-5,175131E-09
-4,85;-5,158739E-09
-4,8;-5,145128E-09
-4,75;-5,133499E-09
-4,7;-5,119626E-09
-4,65;-5,105717E-09
-4,6;-5,098857E-09
-4,55;-5,088873E-09
-4,5;-5,077524E-09
-4,45;-5,064202E-09
-4,4;-5,057358E-09
-4,35;-5,047777E-09
-4,3;-5,037414E-09
-4,25;-5,023848E-09
-4,2;-5,015463E-09
-4,15;-5,011471E-09
-4,1;-5,000522E-09
-4,05;-4,989037E-09
-4;-4,980511E-09
-3,95;-4,973332E-09
-3,9;-4,962841E-09
-3,85;-4,949524E-09
-3,8;-4,938819E-09
-3,75;-4,933177E-09
-3,7;-4,923067E-09
-3,65;-4,909745E-09
-3,6;-4,899759E-09
-3,55;-4,89214E-09
-3,5;-4,881836E-09
-3,45;-4,866142E-09
-3,4;-4,851637E-09
-3,35;-4,845538E-09
-3,3;-4,834189E-09
-3,25;-4,817427E-09
-3,2;-4,802847E-09
-3,15;-4,789383E-09
-3,1;-4,779387E-09
-3,05;-4,759085E-09
-3;-4,739382E-09
-2,95;-4,723484E-09
-2,9;-4,707168E-09
-2,85;-4,686484E-09
-2,8;-4,658087E-09
-2,75;-4,639774E-09
-2,7;-4,618734E-09
-2,65;-4,590465E-09
-2,6;-4,556673E-09
-2,55;-4,526632E-09
-2,5;-4,496638E-09
-2,45;-4,454529E-09
-2,4;-4,40066E-09
-2,35;-4,342908E-09
-2,3;-4,273653E-09
-2,25;-4,180643E-09
-2,2;-4,056327E-09
-2,15;-3,898801E-09
-2,1;-3,704343E-09
-2,05;-3,44568E-09
-2;-3,110308E-09
-1,95;-2,6921E-09
-1,9;-2,176427E-09
-1,85;-1,240131E-09
-1,8;-7,383588E-10
-1,75;1,70501E-10
-1,7;1,281111E-09
-1,65;3,173346E-09
-1,6;4,164427E-09
-1,55;5,911117E-09
-1,5;8,036695E-09
-1,45;1,063768E-08
-1,4;1,387929E-08
-1,35;1,799316E-08
-1,3;2,601862E-08
-1,25;3,376077E-08
-1,2;4,3903E-08
-1,15;5,689141E-08
-1,1;7,330596E-08
-1,05;9,421878E-08
-1;1,204765E-07
-0,95;1,52944E-07
-0,9;1,921962E-07
-0,85;2,390965E-07
-0,8;2,946269E-07
-0,75;3,580108E-07
-0,7;4,294423E-07
-0,65;5,08951E-07
-0,6;5,961867E-07
-0,55;6,906748E-07
-0,5;7,906251E-07
-0,45;8,958325E-07
-0,4;1,005607E-06
-0,35;1,119389E-06
-0,3;1,236995E-06
-0,25;1,358968E-06
-0,2;1,484149E-06
-0,15;1,612689E-06
-0,1;1,74451E-06
-0,05;1,879816E-06
0;2,019123E-06
0,05;2,161538E-06
0,1;2,306256E-06
0,15;2,453918E-06
0,2;2,604844E-06
0,25;2,758667E-06
0,3;2,916448E-06
0,35;3,076085E-06
0,4;3,238582E-06
0,45;3,403885E-06
0,5;3,571711E-06
0,55;3,742518E-06
0,6;3,913978E-06
0,65;4,08762E-06
0,7;4,26248E-06
0,75;4,438479E-06
0,8;4,615908E-06
0,85;4,793146E-06
0,9;4,971053E-06
0,95;5,149097E-06
1;5,326925E-06
1,05;5,505194E-06
1,1;5,682937E-06
1,15;5,860276E-06
1,2;6,037165E-06
1,25;6,213453E-06
1,3;6,390157E-06
1,35;6,565856E-06
1,4;6,740535E-06
1,45;6,91488E-06
1,5;7,088719E-06
1,55;7,261981E-06
1,6;7,435649E-06
1,65;7,607495E-06
1,7;7,779011E-06
1,75;7,950301E-06
1,8;8,120605E-06
1,85;8,291164E-06
1,9;8,460177E-06
1,95;8,628896E-06
2;8,796943E-06
2,05;8,963872E-06
2,1;9,130528E-06
2,15;9,29628E-06
2,2;9,460606E-06
2,25;9,624015E-06
2,3;9,78595E-06
2,35;9,947631E-06
2,4;1,010795E-05
2,45;1,026646E-05
2,5;1,042355E-05
2,55;1,057904E-05
2,6;1,073447E-05
2,65;1,088752E-05
2,7;1,1039E-05
2,75;1,118911E-05
2,8;1,133795E-05
2,85;1,148589E-05
2,9;1,163139E-05
2,95;1,17752E-05
3;1,191812E-05
3,05;1,205901E-05
3,1;1,219912E-05
3,15;1,233684E-05
3,2;1,247321E-05
3,25;1,260812E-05
3,3;1,274114E-05
3,35;1,287322E-05
3,4;1,3003E-05
3,45;1,313181E-05
3,5;1,325877E-05
3,55;1,33836E-05
3,6;1,350778E-05
3,65;1,362995E-05
3,7;1,374998E-05
3,75;1,386843E-05
3,8;1,398535E-05
3,85;1,410101E-05
3,9;1,421485E-05
3,95;1,432679E-05
4;1,44371E-05
4,05;1,454597E-05
4,1;1,465287E-05
4,15;1,475812E-05
4,2;1,486154E-05
4,25;1,49628E-05
4,3;1,506268E-05
4,35;1,516003E-05
4,4;1,525547E-05
4,45;1,534917E-05
4,5;1,54401E-05
4,55;1,55287E-05
4,6;1,561491E-05
4,65;1,569948E-05
4,7;1,578166E-05
4,75;1,586117E-05
4,8;1,593824E-05
4,85;1,601262E-05
4,9;1,608434E-05
4,95;1,615341E-05
5;1,622152E-05
