Tensao [V];Corrente [A]
-5;-1,622212E-10
-4,95;-1,255708E-10
-4,9;-1,004167E-10
-4,85;-8,056003E-11
-4,8;-5,603288E-11
-4,75;-4,028023E-11
-4,7;-2,332754E-11
-4,65;-9,932969E-12
-4,6;5,023967E-12
-4,55;2,185517E-11
-4,5;3,29425E-11
-4,45;4,642614E-11
-4,4;6,20795E-11
-4,35;7,40687E-11
-4,3;8,964322E-11
-4,25;1,010792E-10
-4,2;1,11404E-10
-4,15;1,275772E-10
-4,1;1,370333E-10
-4,05;1,49838E-10
-4;1,605582E-10
-3,95;1,772773E-10
-3,9;1,868073E-10
-3,85;1,988865E-10
-3,8;2,131734E-10
-3,75;2,240598E-10
-3,7;2,322309E-10
-3,65;2,470935E-10
-3,6;2,597381E-10
-3,55;2,754382E-10
-3,5;2,839874E-10
-3,45;2,961035E-10
-3,4;3,108906E-10
-3,35;3,249757E-10
-3,3;3,374601E-10
-3,25;3,466527E-10
-3,2;3,568282E-10
-3,15;3,756023E-10
-3,1;3,846617E-10
-3,05;3,985262E-10
-3;4,091416E-10
-2,95;4,226031E-10
-2,9;4,362211E-10
-2,85;4,453528E-10
-2,8;4,560693E-10
-2,75;4,748509E-10
-2,7;4,885837E-10
-2,65;5,011283E-10
-2,6;5,115876E-10
-2,55;5,265233E-10
-2,5;5,392867E-10
-2,45;5,509219E-10
-2,4;5,673517E-10
-2,35;5,8266E-10
-2,3;5,913548E-10
-2,25;6,082895E-10
-2,2;6,221634E-10
-2,15;6,409968E-10
-2,1;6,546741E-10
-2,05;6,657426E-10
-2;6,790012E-10
-1,95;6,935053E-10
-1,9;7,071453E-10
-1,85;7,215704E-10
-1,8;7,367245E-10
-1,75;7,538669E-10
-1,7;7,686017E-10
-1,65;7,823187E-10
-1,6;7,982164E-10
-1,55;8,160015E-10
-1,5;8,331946E-10
-1,45;8,466983E-10
-1,4;8,619191E-10
-1,35;8,803343E-10
-1,3;9,003178E-10
-1,25;9,153138E-10
-1,2;9,298032E-10
-1,15;9,484397E-10
-1,1;9,719822E-10
-1,05;9,848372E-10
-1;1,004255E-09
-0,95;1,025735E-09
-0,9;1,047202E-09
-0,85;1,066729E-09
-0,8;1,081268E-09
-0,75;1,103026E-09
-0,7;1,130899E-09
-0,65;1,149285E-09
-0,6;1,17161E-09
-0,55;1,195896E-09
-0,5;1,226426E-09
-0,45;1,255975E-09
-0,4;1,29067E-09
-0,35;1,343842E-09
-0,3;1,430729E-09
-0,25;1,553787E-09
-0,2;1,759402E-09
-0,15;2,086674E-09
-0,1;2,837536E-09
-0,05;3,331899E-09
0;4,432392E-09
0,05;5,259352E-09
0,1;6,215967E-09
0,15;7,184195E-09
0,2;8,208687E-09
0,25;9,313257E-09
0,3;1,030767E-08
0,35;1,126442E-08
0,4;1,227822E-08
0,45;1,338514E-08
0,5;1,441367E-08
0,55;1,540343E-08
0,6;1,643909E-08
0,65;1,75318E-08
0,7;1,859382E-08
0,75;2,006698E-08
0,8;2,11374E-08
0,85;2,217814E-08
0,9;2,328564E-08
0,95;2,432275E-08
1;2,534408E-08
1,05;2,640671E-08
1,1;2,748341E-08
1,15;2,849467E-08
1,2;2,947912E-08
1,25;3,043909E-08
1,3;3,146654E-08
1,35;3,237076E-08
1,4;3,325042E-08
1,45;3,416593E-08
1,5;3,503632E-08
1,55;3,592001E-08
1,6;3,670759E-08
1,65;3,750851E-08
1,7;3,839536E-08
1,75;3,909799E-08
1,8;3,987439E-08
1,85;4,06499E-08
1,9;4,133824E-08
1,95;4,210105E-08
2;4,27577E-08
2,05;4,34268E-08
2,1;4,41018E-08
2,15;4,481716E-08
2,2;4,540257E-08
2,25;4,60058E-08
2,3;4,665993E-08
2,35;4,726606E-08
2,4;4,788791E-08
2,45;4,845412E-08
2,5;4,906754E-08
2,55;4,960533E-08
2,6;5,019668E-08
2,65;5,074767E-08
2,7;5,130177E-08
2,75;5,187373E-08
2,8;5,240347E-08
2,85;5,292046E-08
2,9;5,343177E-08
2,95;5,39893E-08
3;5,445611E-08
3,05;5,495168E-08
3,1;5,546732E-08
3,15;5,594364E-08
3,2;5,638208E-08
3,25;5,686601E-08
3,3;5,727546E-08
3,35;5,769993E-08
3,4;5,821751E-08
3,45;5,859441E-08
3,5;5,902228E-08
3,55;5,946831E-08
3,6;5,991635E-08
3,65;6,024787E-08
3,7;6,069478E-08
3,75;6,115E-08
3,8;6,156106E-08
3,85;6,193071E-08
3,9;6,233709E-08
3,95;6,275384E-08
4;6,316539E-08
4,05;6,356942E-08
4,1;6,393851E-08
4,15;6,433768E-08
4,2;6,4754E-08
4,25;6,512414E-08
4,3;6,552548E-08
4,35;6,592856E-08
4,4;6,633368E-08
4,45;6,670809E-08
4,5;6,706357E-08
4,55;6,744732E-08
4,6;6,789514E-08
4,65;6,829128E-08
4,7;6,860192E-08
4,75;6,899874E-08
4,8;6,943398E-08
4,85;6,978001E-08
4,9;7,009293E-08
4,95;7,051106E-08
5;7,084228E-08
