Tensao [V];Corrente [A]
-5;-1,835038E-10
-4,95;-1,520649E-10
-4,9;-1,30715E-10
-4,85;-1,056814E-10
-4,8;-8,364532E-11
-4,75;-7,062524E-11
-4,7;-5,455832E-11
-4,65;-4,254606E-11
-4,6;-2,617239E-11
-4,55;-9,26154E-12
-4,5;2,549326E-14
-4,45;1,707236E-11
-4,4;3,190273E-11
-4,35;4,625874E-11
-4,3;5,495344E-11
-4,25;6,762279E-11
-4,2;8,080098E-11
-4,15;9,239225E-11
-4,1;9,929179E-11
-4,05;1,148972E-10
-4;1,312873E-10
-3,95;1,444298E-10
-3,9;1,545475E-10
-3,85;1,630943E-10
-3,8;1,79111E-10
-3,75;1,912494E-10
-3,7;2,029072E-10
-3,65;2,111719E-10
-3,6;2,237859E-10
-3,55;2,406332E-10
-3,5;2,481943E-10
-3,45;2,64072E-10
-3,4;2,767265E-10
-3,35;2,879273E-10
-3,3;3,005854E-10
-3,25;3,094095E-10
-3,2;3,231421E-10
-3,15;3,411415E-10
-3,1;3,514291E-10
-3,05;3,59073E-10
-3;3,747263E-10
-2,95;3,863398E-10
-2,9;4,006798E-10
-2,85;4,070815E-10
-2,8;4,206318E-10
-2,75;4,380926E-10
-2,7;4,4727E-10
-2,65;4,611296E-10
-2,6;4,763039E-10
-2,55;4,907808E-10
-2,5;5,029619E-10
-2,45;5,082449E-10
-2,4;5,252201E-10
-2,35;5,419482E-10
-2,3;5,564446E-10
-2,25;5,632324E-10
-2,2;5,781329E-10
-2,15;5,983027E-10
-2,1;6,133944E-10
-2,05;6,267019E-10
-2;6,373044E-10
-1,95;6,568938E-10
-1,9;6,722898E-10
-1,85;6,81084E-10
-1,8;6,944251E-10
-1,75;7,109137E-10
-1,7;7,27466E-10
-1,65;7,438111E-10
-1,6;7,523959E-10
-1,55;7,698153E-10
-1,5;7,923668E-10
-1,45;8,070464E-10
-1,4;8,172583E-10
-1,35;8,391969E-10
-1,3;8,530501E-10
-1,25;8,703094E-10
-1,2;8,837643E-10
-1,15;9,040784E-10
-1,1;9,244457E-10
-1,05;9,355713E-10
-1;9,555111E-10
-0,95;9,765403E-10
-0,9;9,949871E-10
-0,85;1,016997E-09
-0,8;1,034857E-09
-0,75;1,053963E-09
-0,7;1,078752E-09
-0,65;1,101848E-09
-0,6;1,123444E-09
-0,55;1,139331E-09
-0,5;1,17289E-09
-0,45;1,201126E-09
-0,4;1,232857E-09
-0,35;1,284162E-09
-0,3;1,368517E-09
-0,25;1,496538E-09
-0,2;1,691972E-09
-0,15;2,003555E-09
-0,1;2,726775E-09
-0,05;3,179925E-09
0;4,265199E-09
0,05;5,031789E-09
0,1;6,02064E-09
0,15;6,977218E-09
0,2;7,918362E-09
0,25;8,942767E-09
0,3;9,978044E-09
0,35;1,090946E-08
0,4;1,18511E-08
0,45;1,286839E-08
0,5;1,394799E-08
0,55;1,492752E-08
0,6;1,58899E-08
0,65;1,690236E-08
0,7;1,798564E-08
0,75;1,896836E-08
0,8;2,045064E-08
0,85;2,148098E-08
0,9;2,250592E-08
0,95;2,355247E-08
1;2,462478E-08
1,05;2,558451E-08
1,1;2,660721E-08
1,15;2,766041E-08
1,2;2,858268E-08
1,25;2,951137E-08
1,3;3,042262E-08
1,35;3,141955E-08
1,4;3,231957E-08
1,45;3,314686E-08
1,5;3,396259E-08
1,55;3,484629E-08
1,6;3,571632E-08
1,65;3,64113E-08
1,7;3,718682E-08
1,75;3,799024E-08
1,8;3,875282E-08
1,85;3,942669E-08
1,9;4,012231E-08
1,95;4,081577E-08
2;4,157132E-08
2,05;4,21199E-08
2,1;4,280295E-08
2,15;4,34317E-08
2,2;4,411863E-08
2,25;4,469376E-08
2,3;4,526861E-08
2,35;4,587124E-08
2,4;4,648767E-08
2,45;4,709783E-08
2,5;4,760962E-08
2,55;4,822494E-08
2,6;4,879493E-08
2,65;4,936886E-08
2,7;4,98393E-08
2,75;5,035103E-08
2,8;5,098224E-08
2,85;5,149352E-08
2,9;5,192411E-08
2,95;5,244079E-08
3;5,298075E-08
3,05;5,348224E-08
3,1;5,389636E-08
3,15;5,435584E-08
3,2;5,484173E-08
3,25;5,527939E-08
3,3;5,57461E-08
3,35;5,613044E-08
3,4;5,660064E-08
3,45;5,707372E-08
3,5;5,741119E-08
3,55;5,7849E-08
3,6;5,821657E-08
3,65;5,871258E-08
3,7;5,906231E-08
3,75;5,944967E-08
3,8;5,982986E-08
3,85;6,025775E-08
3,9;6,066286E-08
3,95;6,101714E-08
4;6,139597E-08
4,05;6,18402E-08
4,1;6,221259E-08
4,15;6,256467E-08
4,2;6,296118E-08
4,25;6,338353E-08
4,3;6,378264E-08
4,35;6,410578E-08
4,4;6,448766E-08
4,45;6,491211E-08
4,5;6,534537E-08
4,55;6,564706E-08
4,6;6,599359E-08
4,65;6,640326E-08
4,7;6,679888E-08
4,75;6,714505E-08
4,8;6,750778E-08
4,85;6,786011E-08
4,9;6,825481E-08
4,95;6,859572E-08
5;6,888668E-08
