Tensao [V];Corrente [A]
-5;-1,330703E-09
-4,95;-1,291402E-09
-4,9;-1,266119E-09
-4,85;-1,249921E-09
-4,8;-1,235418E-09
-4,75;-1,220285E-09
-4,7;-1,204506E-09
-4,65;-1,193254E-09
-4,6;-1,181968E-09
-4,55;-1,169331E-09
-4,5;-1,157572E-09
-4,45;-1,14709E-09
-4,4;-1,13782E-09
-4,35;-1,126491E-09
-4,3;-1,115448E-09
-4,25;-1,105425E-09
-4,2;-1,095447E-09
-4,15;-1,082701E-09
-4,1;-1,069226E-09
-4,05;-1,06065E-09
-4;-1,052937E-09
-3,95;-1,040245E-09
-3,9;-1,02667E-09
-3,85;-1,01722E-09
-3,8;-1,01169E-09
-3,75;-1,003477E-09
-3,7;-9,896602E-10
-3,65;-9,784321E-10
-3,6;-9,699204E-10
-3,55;-9,584156E-10
-3,5;-9,466603E-10
-3,45;-9,396212E-10
-3,4;-9,320024E-10
-3,35;-9,199155E-10
-3,3;-9,096696E-10
-3,25;-8,984806E-10
-3,2;-8,905903E-10
-3,15;-8,772501E-10
-3,1;-8,645811E-10
-3,05;-8,523237E-10
-3;-8,429284E-10
-2,95;-8,324365E-10
-2,9;-8,220731E-10
-2,85;-8,117287E-10
-2,8;-8,004054E-10
-2,75;-7,901136E-10
-2,7;-7,749861E-10
-2,65;-7,639258E-10
-2,6;-7,531258E-10
-2,55;-7,41446E-10
-2,5;-7,276522E-10
-2,45;-7,139248E-10
-2,4;-7,012771E-10
-2,35;-6,882446E-10
-2,3;-6,726871E-10
-2,25;-6,603386E-10
-2,2;-6,483065E-10
-2,15;-6,344801E-10
-2,1;-6,189813E-10
-2,05;-6,043572E-10
-2;-5,891553E-10
-1,95;-5,74771E-10
-1,9;-5,58493E-10
-1,85;-5,405494E-10
-1,8;-5,269689E-10
-1,75;-5,089362E-10
-1,7;-4,883648E-10
-1,65;-4,629768E-10
-1,6;-4,407074E-10
-1,55;-4,105905E-10
-1,5;-3,725548E-10
-1,45;-3,231576E-10
-1,4;-2,650815E-10
-1,35;-1,891499E-10
-1,3;-8,642255E-11
-1,25;4,38925E-11
-1,2;2,065625E-10
-1,15;4,138351E-10
-1,1;6,83474E-10
-1,05;1,04218E-09
-1;1,52521E-09
-0,95;2,510226E-09
-0,9;3,163786E-09
-0,85;4,49442E-09
-0,8;6,432348E-09
-0,75;9,165334E-09
-0,7;1,296706E-08
-0,65;1,821351E-08
-0,6;2,879584E-08
-0,55;4,010877E-08
-0,5;5,502044E-08
-0,45;7,431252E-08
-0,4;9,849186E-08
-0,35;1,274776E-07
-0,3;1,598557E-07
-0,25;1,939486E-07
-0,2;2,282271E-07
-0,15;2,627805E-07
-0,1;2,974413E-07
-0,05;3,321873E-07
0;3,671711E-07
0,05;4,022253E-07
0,1;4,371455E-07
0,15;4,721778E-07
0,2;5,073346E-07
0,25;5,425511E-07
0,3;5,779795E-07
0,35;6,132333E-07
0,4;6,484833E-07
0,45;6,836815E-07
0,5;7,18895E-07
0,55;7,541205E-07
0,6;7,891085E-07
0,65;8,239895E-07
0,7;8,586043E-07
0,75;8,929796E-07
0,8;9,270188E-07
0,85;9,604908E-07
0,9;9,931661E-07
0,95;1,02527E-06
1;1,05649E-06
1,05;1,086941E-06
1,1;1,116268E-06
1,15;1,144571E-06
1,2;1,171894E-06
1,25;1,197935E-06
1,3;1,223065E-06
1,35;1,246923E-06
1,4;1,269703E-06
1,45;1,291566E-06
1,5;1,312345E-06
1,55;1,332382E-06
1,6;1,351561E-06
1,65;1,370023E-06
1,7;1,387731E-06
1,75;1,404892E-06
1,8;1,421427E-06
1,85;1,437435E-06
1,9;1,45303E-06
1,95;1,468032E-06
2;1,482697E-06
2,05;1,496924E-06
2,1;1,510935E-06
2,15;1,524524E-06
2,2;1,53792E-06
2,25;1,550977E-06
2,3;1,563545E-06
2,35;1,576146E-06
2,4;1,588219E-06
2,45;1,600073E-06
2,5;1,611447E-06
2,55;1,622672E-06
2,6;1,633697E-06
2,65;1,644074E-06
2,7;1,65468E-06
2,75;1,66465E-06
2,8;1,674481E-06
2,85;1,684166E-06
2,9;1,693417E-06
2,95;1,702442E-06
3;1,711335E-06
3,05;1,720192E-06
3,1;1,728519E-06
3,15;1,737158E-06
3,2;1,745279E-06
3,25;1,753385E-06
3,3;1,761374E-06
3,35;1,769116E-06
3,4;1,776963E-06
3,45;1,784439E-06
3,5;1,792016E-06
3,55;1,799151E-06
3,6;1,806558E-06
3,65;1,813556E-06
3,7;1,820565E-06
3,75;1,827422E-06
3,8;1,834093E-06
3,85;1,840726E-06
3,9;1,84714E-06
3,95;1,853678E-06
4;1,859822E-06
4,05;1,866107E-06
4,1;1,87218E-06
4,15;1,878232E-06
4,2;1,884158E-06
4,25;1,890023E-06
4,3;1,895835E-06
4,35;1,901449E-06
4,4;1,90731E-06
4,45;1,912878E-06
4,5;1,918394E-06
4,55;1,923898E-06
4,6;1,929217E-06
4,65;1,93485E-06
4,7;1,940014E-06
4,75;1,945376E-06
4,8;1,950524E-06
4,85;1,955738E-06
4,9;1,960908E-06
4,95;1,965908E-06
5;1,971082E-06
