Tensao [V];Corrente [A]
-5;-9,128293E-10
-4,95;-8,899356E-10
-4,9;-8,761572E-10
-4,85;-8,600018E-10
-4,8;-8,435425E-10
-4,75;-8,332559E-10
-4,7;-8,254862E-10
-4,65;-8,15392E-10
-4,6;-8,001581E-10
-4,55;-7,907039E-10
-4,5;-7,827213E-10
-4,45;-7,714418E-10
-4,4;-7,60524E-10
-4,35;-7,513525E-10
-4,3;-7,457346E-10
-4,25;-7,362633E-10
-4,2;-7,284029E-10
-4,15;-7,178516E-10
-4,1;-7,096348E-10
-4,05;-7,066799E-10
-4;-6,972544E-10
-3,95;-6,918207E-10
-3,9;-6,82182E-10
-3,85;-6,72075E-10
-3,8;-6,594901E-10
-3,75;-6,487417E-10
-3,7;-6,414317E-10
-3,65;-6,346797E-10
-3,6;-6,243629E-10
-3,55;-6,165632E-10
-3,5;-6,086301E-10
-3,45;-6,015476E-10
-3,4;-5,904267E-10
-3,35;-5,811027E-10
-3,3;-5,736298E-10
-3,25;-5,673688E-10
-3,2;-5,577767E-10
-3,15;-5,473223E-10
-3,1;-5,410496E-10
-3,05;-5,332269E-10
-3;-5,229392E-10
-2,95;-5,149648E-10
-2,9;-5,064051E-10
-2,85;-4,990229E-10
-2,8;-4,886898E-10
-2,75;-4,766619E-10
-2,7;-4,681168E-10
-2,65;-4,598137E-10
-2,6;-4,513824E-10
-2,55;-4,409029E-10
-2,5;-4,323877E-10
-2,45;-4,228109E-10
-2,4;-4,133708E-10
-2,35;-4,034829E-10
-2,3;-3,93141E-10
-2,25;-3,851259E-10
-2,2;-3,764372E-10
-2,15;-3,630191E-10
-2,1;-3,526249E-10
-2,05;-3,432687E-10
-2;-3,310382E-10
-1,95;-3,205787E-10
-1,9;-3,06395E-10
-1,85;-2,977088E-10
-1,8;-2,860492E-10
-1,75;-2,73478E-10
-1,7;-2,593167E-10
-1,65;-2,481314E-10
-1,6;-2,452261E-10
-1,55;-2,343824E-10
-1,5;-2,198546E-10
-1,45;-2,048414E-10
-1,4;-1,814787E-10
-1,35;-1,609222E-10
-1,3;-1,388067E-10
-1,25;-1,240213E-10
-1,2;-1,074327E-10
-1,15;-8,999083E-11
-1,1;-7,197195E-11
-1,05;-5,354054E-11
-1;-3,531854E-11
-0,95;-1,554974E-11
-0,9;9,183957E-12
-0,85;2,870898E-11
-0,8;5,290533E-11
-0,75;8,044921E-11
-0,7;1,148192E-10
-0,65;1,526966E-10
-0,6;1,913614E-10
-0,55;3,014192E-10
-0,5;4,950532E-10
-0,45;8,446498E-10
-0,4;1,4606E-09
-0,35;2,872387E-09
-0,3;4,059497E-09
-0,25;6,304716E-09
-0,2;9,367726E-09
-0,15;1,321385E-08
-0,1;1,7741E-08
-0,05;2,538327E-08
0;3,091206E-08
0,05;3,632834E-08
0,1;4,160726E-08
0,15;4,668324E-08
0,2;5,160901E-08
0,25;5,631348E-08
0,3;6,087728E-08
0,35;6,523664E-08
0,4;6,940516E-08
0,45;7,342466E-08
0,5;7,732936E-08
0,55;8,114912E-08
0,6;8,479395E-08
0,65;8,832536E-08
0,7;9,177818E-08
0,75;9,516431E-08
0,8;9,845007E-08
0,85;1,016106E-07
0,9;1,046666E-07
0,95;1,077088E-07
1;1,105977E-07
1,05;1,133962E-07
1,1;1,161111E-07
1,15;1,187466E-07
1,2;1,212693E-07
1,25;1,236678E-07
1,3;1,259799E-07
1,35;1,2826E-07
1,4;1,304371E-07
1,45;1,325037E-07
1,5;1,344885E-07
1,55;1,364699E-07
1,6;1,383701E-07
1,65;1,4019E-07
1,7;1,419737E-07
1,75;1,436668E-07
1,8;1,453601E-07
1,85;1,47002E-07
1,9;1,485775E-07
1,95;1,501304E-07
2;1,516874E-07
2,05;1,531285E-07
2,1;1,545666E-07
2,15;1,559641E-07
2,2;1,573588E-07
2,25;1,587074E-07
2,3;1,599889E-07
2,35;1,612685E-07
2,4;1,62561E-07
2,45;1,637996E-07
2,5;1,649678E-07
2,55;1,66118E-07
2,6;1,673036E-07
2,65;1,684524E-07
2,7;1,695151E-07
2,75;1,705409E-07
2,8;1,71611E-07
2,85;1,726541E-07
2,9;1,735977E-07
2,95;1,745483E-07
3;1,754679E-07
3,05;1,76413E-07
3,1;1,772404E-07
3,15;1,78038E-07
3,2;1,78872E-07
3,25;1,796865E-07
3,3;1,804698E-07
3,35;1,81141E-07
3,4;1,818788E-07
3,45;1,826072E-07
3,5;1,832977E-07
3,55;1,839688E-07
3,6;1,846096E-07
3,65;1,852845E-07
3,7;1,859319E-07
3,75;1,865581E-07
3,8;1,871786E-07
3,85;1,878523E-07
3,9;1,884978E-07
3,95;1,890759E-07
4;1,896597E-07
4,05;1,903134E-07
4,1;1,909315E-07
4,15;1,915271E-07
4,2;1,920889E-07
4,25;1,927263E-07
4,3;1,933299E-07
4,35;1,939445E-07
4,4;1,944897E-07
4,45;1,951113E-07
4,5;1,957311E-07
4,55;1,962876E-07
4,6;1,96862E-07
4,65;1,974289E-07
4,7;1,980406E-07
4,75;1,985959E-07
4,8;1,99105E-07
4,85;1,996427E-07
4,9;2,002196E-07
4,95;2,007712E-07
5;2,012494E-07
