Tensao [V];Corrente [A]
-5;-1,112806E-09
-4,95;-1,064495E-09
-4,9;-1,034248E-09
-4,85;-1,007436E-09
-4,8;-9,865976E-10
-4,75;-9,647955E-10
-4,7;-9,51338E-10
-4,65;-9,329278E-10
-4,6;-9,158312E-10
-4,55;-9,002549E-10
-4,5;-8,898549E-10
-4,45;-8,742128E-10
-4,4;-8,580007E-10
-4,35;-8,481105E-10
-4,3;-8,349582E-10
-4,25;-8,267494E-10
-4,2;-8,087527E-10
-4,15;-7,961825E-10
-4,1;-7,87688E-10
-4,05;-7,722109E-10
-4;-7,606429E-10
-3,95;-7,461544E-10
-3,9;-7,376429E-10
-3,85;-7,25394E-10
-3,8;-7,131608E-10
-3,75;-7,012332E-10
-3,7;-6,893217E-10
-3,65;-6,802425E-10
-3,6;-6,663244E-10
-3,55;-6,518341E-10
-3,5;-6,423242E-10
-3,45;-6,341035E-10
-3,4;-6,231644E-10
-3,35;-6,119324E-10
-3,3;-5,996981E-10
-3,25;-5,905914E-10
-3,2;-5,751927E-10
-3,15;-5,625406E-10
-3,1;-5,512734E-10
-3,05;-5,372937E-10
-3;-5,260556E-10
-2,95;-5,148058E-10
-2,9;-4,985447E-10
-2,85;-4,904677E-10
-2,8;-4,720805E-10
-2,75;-4,577861E-10
-2,7;-4,402503E-10
-2,65;-4,268283E-10
-2,6;-4,092884E-10
-2,55;-3,893467E-10
-2,5;-3,67877E-10
-2,45;-3,502315E-10
-2,4;-3,211534E-10
-2,35;-2,958705E-10
-2,3;-2,675921E-10
-2,25;-2,376334E-10
-2,2;-2,051355E-10
-2,15;-1,689549E-10
-2,1;-1,323172E-10
-2,05;-9,006373E-11
-2;-4,271954E-11
-1,95;4,357815E-13
-1,9;5,623114E-11
-1,85;1,15034E-10
-1,8;1,738715E-10
-1,75;2,249198E-10
-1,7;2,815392E-10
-1,65;3,37969E-10
-1,6;3,985179E-10
-1,55;4,569338E-10
-1,5;5,156149E-10
-1,45;5,789281E-10
-1,4;6,487942E-10
-1,35;7,188209E-10
-1,3;7,969624E-10
-1,25;8,722089E-10
-1,2;9,572051E-10
-1,15;1,049895E-09
-1,1;1,147877E-09
-1,05;1,247613E-09
-1;1,361968E-09
-0,95;1,490389E-09
-0,9;1,644043E-09
-0,85;1,836291E-09
-0,8;2,088736E-09
-0,75;2,486188E-09
-0,7;2,930413E-09
-0,65;3,679584E-09
-0,6;4,783963E-09
-0,55;6,41146E-09
-0,5;8,790328E-09
-0,45;1,212076E-08
-0,4;1,651159E-08
-0,35;2,474698E-08
-0,3;3,162356E-08
-0,25;3,937332E-08
-0,2;4,796669E-08
-0,15;5,735162E-08
-0,1;6,749051E-08
-0,05;7,813061E-08
0;8,922911E-08
0,05;1,005493E-07
0,1;1,121088E-07
0,15;1,239255E-07
0,2;1,3588E-07
0,25;1,48041E-07
0,3;1,603138E-07
0,35;1,727147E-07
0,4;1,853175E-07
0,45;1,98056E-07
0,5;2,108875E-07
0,55;2,240188E-07
0,6;2,374468E-07
0,65;2,511892E-07
0,7;2,653143E-07
0,75;2,797404E-07
0,8;2,944908E-07
0,85;3,095222E-07
0,9;3,247136E-07
0,95;3,399842E-07
1;3,552377E-07
1,05;3,704416E-07
1,1;3,854528E-07
1,15;4,003087E-07
1,2;4,149622E-07
1,25;4,293888E-07
1,3;4,434075E-07
1,35;4,571487E-07
1,4;4,70715E-07
1,45;4,838378E-07
1,5;4,96582E-07
1,55;5,089839E-07
1,6;5,21094E-07
1,65;5,327951E-07
1,7;5,441793E-07
1,75;5,552925E-07
1,8;5,661336E-07
1,85;5,765739E-07
1,9;5,868075E-07
1,95;5,967189E-07
2;6,064306E-07
2,05;6,158818E-07
2,1;6,251593E-07
2,15;6,340387E-07
2,2;6,428093E-07
2,25;6,513472E-07
2,3;6,596898E-07
2,35;6,678216E-07
2,4;6,758585E-07
2,45;6,836886E-07
2,5;6,912652E-07
2,55;6,987285E-07
2,6;7,060282E-07
2,65;7,13108E-07
2,7;7,200446E-07
2,75;7,26722E-07
2,8;7,333139E-07
2,85;7,397563E-07
2,9;7,458779E-07
2,95;7,519182E-07
3;7,577696E-07
3,05;7,634929E-07
3,1;7,690104E-07
3,15;7,743361E-07
3,2;7,795334E-07
3,25;7,846705E-07
3,3;7,897153E-07
3,35;7,946146E-07
3,4;7,994131E-07
3,45;8,041887E-07
3,5;8,089541E-07
3,55;8,135449E-07
3,6;8,181045E-07
3,65;8,225924E-07
3,7;8,271758E-07
3,75;8,316858E-07
3,8;8,360799E-07
3,85;8,405024E-07
3,9;8,449001E-07
3,95;8,493057E-07
4;8,536334E-07
4,05;8,579376E-07
4,1;8,622724E-07
4,15;8,6649E-07
4,2;8,707175E-07
4,25;8,748925E-07
4,3;8,790515E-07
4,35;8,831324E-07
4,4;8,87224E-07
4,45;8,911534E-07
4,5;8,951504E-07
4,55;8,990286E-07
4,6;9,028603E-07
4,65;9,066059E-07
4,7;9,103701E-07
4,75;9,139931E-07
4,8;9,175805E-07
4,85;9,210701E-07
4,9;9,246339E-07
4,95;9,27966E-07
5;9,313324E-07
