Tensao [V];Corrente [A]
-5;-1,55077E-10
-4,95;-1,2854E-10
-4,9;-1,010816E-10
-4,85;-8,204791E-11
-4,8;-6,579363E-11
-4,75;-5,023428E-11
-4,7;-3,7973E-11
-4,65;-2,44588E-11
-4,6;-1,122917E-11
-4,55;-1,00942E-12
-4,5;1,669421E-11
-4,45;2,650893E-11
-4,4;4,11016E-11
-4,35;5,160257E-11
-4,3;6,226371E-11
-4,25;7,332895E-11
-4,2;8,570887E-11
-4,15;9,246057E-11
-4,1;1,055921E-10
-4,05;1,135315E-10
-4;1,282289E-10
-3,95;1,39235E-10
-3,9;1,512491E-10
-3,85;1,631853E-10
-3,8;1,71492E-10
-3,75;1,861475E-10
-3,7;1,984338E-10
-3,65;2,078122E-10
-3,6;2,213293E-10
-3,55;2,286946E-10
-3,5;2,408135E-10
-3,45;2,510149E-10
-3,4;2,533103E-10
-3,35;2,678279E-10
-3,3;2,775896E-10
-3,25;2,88109E-10
-3,2;3,013523E-10
-3,15;3,109678E-10
-3,1;3,256257E-10
-3,05;3,390208E-10
-3;3,485681E-10
-2,95;3,566099E-10
-2,9;3,673757E-10
-2,85;3,820866E-10
-2,8;3,929251E-10
-2,75;4,010876E-10
-2,7;4,152996E-10
-2,65;4,263575E-10
-2,6;4,378725E-10
-2,55;4,498791E-10
-2,5;4,586527E-10
-2,45;4,739723E-10
-2,4;4,804173E-10
-2,35;4,927407E-10
-2,3;5,04109E-10
-2,25;5,14697E-10
-2,2;5,307215E-10
-2,15;5,418252E-10
-2,1;5,397934E-10
-2,05;5,513517E-10
-2;5,579137E-10
-1,95;5,736852E-10
-1,9;5,913053E-10
-1,85;6,182658E-10
-1,8;6,258425E-10
-1,75;6,390901E-10
-1,7;6,499276E-10
-1,65;6,688469E-10
-1,6;6,870658E-10
-1,55;7,080554E-10
-1,5;7,226532E-10
-1,45;7,418004E-10
-1,4;7,535743E-10
-1,35;7,548776E-10
-1,3;7,70923E-10
-1,25;7,784783E-10
-1,2;7,994007E-10
-1,15;8,210873E-10
-1,1;8,355909E-10
-1,05;8,573091E-10
-1;8,714579E-10
-0,95;8,789837E-10
-0,9;8,937558E-10
-0,85;9,052043E-10
-0,8;9,276322E-10
-0,75;9,47652E-10
-0,7;9,65356E-10
-0,65;9,891929E-10
-0,6;9,996903E-10
-0,55;1,021533E-09
-0,5;1,034954E-09
-0,45;1,066076E-09
-0,4;1,099423E-09
-0,35;1,140042E-09
-0,3;1,1998E-09
-0,25;1,287164E-09
-0,2;1,43604E-09
-0,15;1,652969E-09
-0,1;1,983559E-09
-0,05;2,657567E-09
0;3,155752E-09
0,05;3,654199E-09
0,1;4,360465E-09
0,15;5,032659E-09
0,2;5,668109E-09
0,25;6,296042E-09
0,3;6,990587E-09
0,35;7,651596E-09
0,4;8,281159E-09
0,45;8,909327E-09
0,5;9,616595E-09
0,55;1,030226E-08
0,6;1,093934E-08
0,65;1,157099E-08
0,7;1,227205E-08
0,75;1,297394E-08
0,8;1,362673E-08
0,85;1,428711E-08
0,9;1,500709E-08
0,95;1,572405E-08
1;1,639336E-08
1,05;1,705816E-08
1,1;1,775442E-08
1,15;1,845282E-08
1,2;1,908237E-08
1,25;1,971086E-08
1,3;2,062907E-08
1,35;2,122066E-08
1,4;2,186411E-08
1,45;2,242743E-08
1,5;2,302803E-08
1,55;2,357653E-08
1,6;2,41182E-08
1,65;2,463815E-08
1,7;2,521389E-08
1,75;2,571674E-08
1,8;2,621862E-08
1,85;2,671029E-08
1,9;2,721502E-08
1,95;2,769993E-08
2;2,814259E-08
2,05;2,85707E-08
2,1;2,905232E-08
2,15;2,946736E-08
2,2;2,995363E-08
2,25;3,03243E-08
2,3;3,077515E-08
2,35;3,121016E-08
2,4;3,162281E-08
2,45;3,199109E-08
2,5;3,234846E-08
2,55;3,276721E-08
2,6;3,318793E-08
2,65;3,352583E-08
2,7;3,395427E-08
2,75;3,431728E-08
2,8;3,468507E-08
2,85;3,503777E-08
2,9;3,537065E-08
2,95;3,571066E-08
3;3,607882E-08
3,05;3,640415E-08
3,1;3,676099E-08
3,15;3,706821E-08
3,2;3,737706E-08
3,25;3,767912E-08
3,3;3,797352E-08
3,35;3,828325E-08
3,4;3,858182E-08
3,45;3,888038E-08
3,5;3,918568E-08
3,55;3,947279E-08
3,6;3,974498E-08
3,65;4,003448E-08
3,7;4,030779E-08
3,75;4,058446E-08
3,8;4,086151E-08
3,85;4,117176E-08
3,9;4,141214E-08
3,95;4,172113E-08
4;4,198473E-08
4,05;4,223717E-08
4,1;4,252552E-08
4,15;4,277573E-08
4,2;4,308104E-08
4,25;4,33517E-08
4,3;4,365027E-08
4,35;4,391953E-08
4,4;4,415865E-08
4,45;4,445821E-08
4,5;4,466903E-08
4,55;4,496409E-08
4,6;4,52207E-08
4,65;4,547612E-08
4,7;4,576161E-08
4,75;4,598953E-08
4,8;4,62925E-08
4,85;4,653572E-08
4,9;4,678065E-08
4,95;4,713208E-08
5;4,726967E-08
