Tensao [V];Corrente [A]
-5;-1,564666E-10
-4,95;-1,34142E-10
-4,9;-1,050931E-10
-4,85;-7,930658E-11
-4,8;-5,806254E-11
-4,75;-4,527281E-11
-4,7;-2,824729E-11
-4,65;-1,507804E-11
-4,6;-1,433239E-12
-4,55;1,3789E-11
-4,5;2,139086E-11
-4,45;2,949174E-11
-4,4;3,779222E-11
-4,35;4,089459E-11
-4,3;5,764467E-11
-4,25;7,976899E-11
-4,2;9,573906E-11
-4,15;1,066577E-10
-4,1;1,157886E-10
-4,05;1,300313E-10
-4;1,348463E-10
-3,95;1,395455E-10
-3,9;1,463698E-10
-3,85;1,599042E-10
-3,8;1,764178E-10
-3,75;1,915943E-10
-3,7;2,043081E-10
-3,65;2,076889E-10
-3,6;2,18376E-10
-3,55;2,248235E-10
-3,5;2,400174E-10
-3,45;2,581906E-10
-3,4;2,700122E-10
-3,35;2,73675E-10
-3,3;2,866439E-10
-3,25;2,903278E-10
-3,2;3,066564E-10
-3,15;3,203461E-10
-3,1;3,348757E-10
-3,05;3,472337E-10
-3;3,584207E-10
-2,95;3,656542E-10
-2,9;3,727497E-10
-2,85;3,851936E-10
-2,8;4,042085E-10
-2,75;4,151367E-10
-2,7;4,279243E-10
-2,65;4,39836E-10
-2,6;4,527814E-10
-2,55;4,627649E-10
-2,5;4,717777E-10
-2,45;4,743649E-10
-2,4;4,801839E-10
-2,35;4,885163E-10
-2,3;4,999012E-10
-2,25;5,180541E-10
-2,2;5,337273E-10
-2,15;5,485801E-10
-2,1;5,588198E-10
-2,05;5,70771E-10
-2;5,868128E-10
-1,95;5,974951E-10
-1,9;6,030405E-10
-1,85;6,175295E-10
-1,8;6,320096E-10
-1,75;6,451256E-10
-1,7;6,581695E-10
-1,65;6,714079E-10
-1,6;6,881595E-10
-1,55;7,007175E-10
-1,5;7,134531E-10
-1,45;7,269014E-10
-1,4;7,423283E-10
-1,35;7,574193E-10
-1,3;7,687105E-10
-1,25;7,832057E-10
-1,2;7,976398E-10
-1,15;8,119304E-10
-1,1;8,261077E-10
-1,05;8,381765E-10
-1;8,551867E-10
-0,95;8,751919E-10
-0,9;8,883636E-10
-0,85;9,076997E-10
-0,8;9,255826E-10
-0,75;9,42619E-10
-0,7;9,568186E-10
-0,65;9,731284E-10
-0,6;9,950798E-10
-0,55;1,013126E-09
-0,5;1,031195E-09
-0,45;1,059108E-09
-0,4;1,089019E-09
-0,35;1,130933E-09
-0,3;1,185992E-09
-0,25;1,267346E-09
-0,2;1,411565E-09
-0,15;1,65815E-09
-0,1;1,993802E-09
-0,05;2,50688E-09
0;3,130501E-09
0,05;3,637358E-09
0,1;4,238463E-09
0,15;4,914755E-09
0,2;5,610962E-09
0,25;6,225434E-09
0,3;6,835058E-09
0,35;7,476929E-09
0,4;8,16892E-09
0,45;8,795968E-09
0,5;9,414309E-09
0,55;1,007356E-08
0,6;1,077465E-08
0,65;1,141866E-08
0,7;1,203658E-08
0,75;1,271106E-08
0,8;1,339994E-08
0,85;1,407637E-08
0,9;1,472504E-08
0,95;1,5414E-08
1;1,61252E-08
1,05;1,680549E-08
1,1;1,744978E-08
1,15;1,809465E-08
1,2;1,874652E-08
1,25;1,939652E-08
1,3;1,998147E-08
1,35;2,089645E-08
1,4;2,146113E-08
1,45;2,206943E-08
1,5;2,267682E-08
1,55;2,318821E-08
1,6;2,371647E-08
1,65;2,427424E-08
1,7;2,480198E-08
1,75;2,529604E-08
1,8;2,576323E-08
1,85;2,626772E-08
1,9;2,675713E-08
1,95;2,724153E-08
2;2,763506E-08
2,05;2,809196E-08
2,1;2,85786E-08
2,15;2,900757E-08
2,2;2,941204E-08
2,25;2,981413E-08
2,3;3,026838E-08
2,35;3,073476E-08
2,4;3,104065E-08
2,45;3,14245E-08
2,5;3,184305E-08
2,55;3,227693E-08
2,6;3,262724E-08
2,65;3,296804E-08
2,7;3,336369E-08
2,75;3,371503E-08
2,8;3,410403E-08
2,85;3,445385E-08
2,9;3,479764E-08
2,95;3,517511E-08
3;3,552982E-08
3,05;3,581315E-08
3,1;3,613922E-08
3,15;3,648163E-08
3,2;3,680892E-08
3,25;3,706555E-08
3,3;3,737978E-08
3,35;3,773277E-08
3,4;3,801182E-08
3,45;3,828525E-08
3,5;3,854132E-08
3,55;3,888396E-08
3,6;3,916668E-08
3,65;3,941285E-08
3,7;3,969168E-08
3,75;4,002514E-08
3,8;4,030032E-08
3,85;4,053959E-08
3,9;4,080105E-08
3,95;4,107411E-08
4;4,138787E-08
4,05;4,161051E-08
4,1;4,187827E-08
4,15;4,217607E-08
4,2;4,248517E-08
4,25;4,272506E-08
4,3;4,297094E-08
4,35;4,323681E-08
4,4;4,356505E-08
4,45;4,380641E-08
4,5;4,403901E-08
4,55;4,430351E-08
4,6;4,460783E-08
4,65;4,489269E-08
4,7;4,509512E-08
4,75;4,534414E-08
4,8;4,55795E-08
4,85;4,58944E-08
4,9;4,609334E-08
4,95;4,634258E-08
5;4,665105E-08
