Tensao [V];Corrente [A]
-5;-1,542067E-10
-4,95;-1,247204E-10
-4,9;-9,968548E-11
-4,85;-7,831713E-11
-4,8;-6,269739E-11
-4,75;-4,488956E-11
-4,7;-3,174006E-11
-4,65;-1,817166E-11
-4,6;-7,140017E-12
-4,55;6,456898E-12
-4,5;1,977559E-11
-4,45;3,115869E-11
-4,4;4,623553E-11
-4,35;5,856362E-11
-4,3;7,160511E-11
-4,25;8,273686E-11
-4,2;9,160778E-11
-4,15;1,013744E-10
-4,1;1,174813E-10
-4,05;1,276138E-10
-4;1,406207E-10
-3,95;1,498637E-10
-3,9;1,619788E-10
-3,85;1,715741E-10
-3,8;1,825138E-10
-3,75;1,942159E-10
-3,7;2,053785E-10
-3,65;2,157709E-10
-3,6;2,273254E-10
-3,55;2,353154E-10
-3,5;2,485563E-10
-3,45;2,593085E-10
-3,4;2,676042E-10
-3,35;2,801614E-10
-3,3;2,914041E-10
-3,25;3,025185E-10
-3,2;3,14247E-10
-3,15;3,247845E-10
-3,1;3,380775E-10
-3,05;3,486943E-10
-3;3,562824E-10
-2,95;3,704339E-10
-2,9;3,850955E-10
-2,85;3,97298E-10
-2,8;4,065399E-10
-2,75;4,164197E-10
-2,7;4,275541E-10
-2,65;4,380005E-10
-2,6;4,480731E-10
-2,55;4,581403E-10
-2,5;4,688865E-10
-2,45;4,810998E-10
-2,4;4,928096E-10
-2,35;5,064882E-10
-2,3;5,202108E-10
-2,25;5,287576E-10
-2,2;5,427425E-10
-2,15;5,527316E-10
-2,1;5,659747E-10
-2,05;5,818229E-10
-2;5,918194E-10
-1,95;6,063988E-10
-1,9;6,221908E-10
-1,85;6,362433E-10
-1,8;6,480788E-10
-1,75;6,595935E-10
-1,7;6,739397E-10
-1,65;6,858593E-10
-1,6;6,96169E-10
-1,55;7,127207E-10
-1,5;7,242207E-10
-1,45;7,405589E-10
-1,4;7,525094E-10
-1,35;7,666939E-10
-1,3;7,828827E-10
-1,25;7,983397E-10
-1,2;8,111323E-10
-1,15;8,217045E-10
-1,1;8,348066E-10
-1,05;8,530153E-10
-1;8,663288E-10
-0,95;8,852121E-10
-0,9;8,984862E-10
-0,85;9,153859E-10
-0,8;9,335638E-10
-0,75;9,482173E-10
-0,7;9,673141E-10
-0,65;9,905023E-10
-0,6;1,007294E-09
-0,55;1,028649E-09
-0,5;1,045329E-09
-0,45;1,071928E-09
-0,4;1,101713E-09
-0,35;1,138643E-09
-0,3;1,194406E-09
-0,25;1,294191E-09
-0,2;1,430499E-09
-0,15;1,650115E-09
-0,1;1,969649E-09
-0,05;2,630943E-09
0;3,109563E-09
0,05;3,617052E-09
0,1;4,311613E-09
0,15;4,935981E-09
0,2;5,545076E-09
0,25;6,181158E-09
0,3;6,860926E-09
0,35;7,478251E-09
0,4;8,083517E-09
0,45;8,710825E-09
0,5;9,40462E-09
0,55;1,004515E-08
0,6;1,066061E-08
0,65;1,130076E-08
0,7;1,198558E-08
0,75;1,264762E-08
0,8;1,328211E-08
0,85;1,392743E-08
0,9;1,46276E-08
0,95;1,530598E-08
1;1,595959E-08
1,05;1,660299E-08
1,1;1,729502E-08
1,15;1,796455E-08
1,2;1,856761E-08
1,25;1,91778E-08
1,3;1,981155E-08
1,35;2,069965E-08
1,4;2,126045E-08
1,45;2,181884E-08
1,5;2,24736E-08
1,55;2,296164E-08
1,6;2,348421E-08
1,65;2,400631E-08
1,7;2,457313E-08
1,75;2,504884E-08
1,8;2,553185E-08
1,85;2,60028E-08
1,9;2,646958E-08
1,95;2,698226E-08
2;2,74277E-08
2,05;2,783745E-08
2,1;2,831569E-08
2,15;2,871623E-08
2,2;2,916959E-08
2,25;2,955925E-08
2,3;2,997293E-08
2,35;3,041445E-08
2,4;3,077656E-08
2,45;3,114575E-08
2,5;3,157988E-08
2,55;3,193925E-08
2,6;3,231819E-08
2,65;3,267015E-08
2,7;3,306094E-08
2,75;3,343083E-08
2,8;3,378692E-08
2,85;3,411881E-08
2,9;3,451307E-08
2,95;3,484567E-08
3;3,51852E-08
3,05;3,550135E-08
3,1;3,582153E-08
3,15;3,615488E-08
3,2;3,64773E-08
3,25;3,676038E-08
3,3;3,706245E-08
3,35;3,740962E-08
3,4;3,771973E-08
3,45;3,794188E-08
3,5;3,824321E-08
3,55;3,852807E-08
3,6;3,885248E-08
3,65;3,908409E-08
3,7;3,934507E-08
3,75;3,967567E-08
3,8;3,996313E-08
3,85;4,017686E-08
3,9;4,047365E-08
3,95;4,074303E-08
4;4,106585E-08
4,05;4,129002E-08
4,1;4,153292E-08
4,15;4,184148E-08
4,2;4,21079E-08
4,25;4,23827E-08
4,3;4,260621E-08
4,35;4,28931E-08
4,4;4,320536E-08
4,45;4,345024E-08
4,5;4,368093E-08
4,55;4,396755E-08
4,6;4,425415E-08
4,65;4,452622E-08
4,7;4,472663E-08
4,75;4,499915E-08
4,8;4,530652E-08
4,85;4,556133E-08
4,9;4,57694E-08
4,95;4,599995E-08
5;4,630443E-08
