Tensao [V];Corrente [A]
-5;-9,42323E-10
-4,95;-9,149111E-10
-4,9;-9,005136E-10
-4,85;-8,854885E-10
-4,8;-8,703668E-10
-4,75;-8,582984E-10
-4,7;-8,481432E-10
-4,65;-8,377368E-10
-4,6;-8,230022E-10
-4,55;-8,107618E-10
-4,5;-8,062641E-10
-4,45;-7,951034E-10
-4,4;-7,836863E-10
-4,35;-7,716823E-10
-4,3;-7,655497E-10
-4,25;-7,572238E-10
-4,2;-7,448772E-10
-4,15;-7,369411E-10
-4,1;-7,301535E-10
-4,05;-7,229234E-10
-4;-7,129927E-10
-3,95;-7,010109E-10
-3,9;-6,94283E-10
-3,85;-6,881167E-10
-3,8;-6,771137E-10
-3,75;-6,657745E-10
-3,7;-6,598426E-10
-3,65;-6,521593E-10
-3,6;-6,427949E-10
-3,55;-6,306604E-10
-3,5;-6,255113E-10
-3,45;-6,186938E-10
-3,4;-6,088758E-10
-3,35;-5,960002E-10
-3,3;-5,890573E-10
-3,25;-5,832874E-10
-3,2;-5,743722E-10
-3,15;-5,61338E-10
-3,1;-5,540042E-10
-3,05;-5,510978E-10
-3;-5,430661E-10
-2,95;-5,317301E-10
-2,9;-5,215948E-10
-2,85;-5,147257E-10
-2,8;-5,075639E-10
-2,75;-4,946483E-10
-2,7;-4,868513E-10
-2,65;-4,798245E-10
-2,6;-4,703329E-10
-2,55;-4,582885E-10
-2,5;-4,503268E-10
-2,45;-4,415736E-10
-2,4;-4,321182E-10
-2,35;-4,184848E-10
-2,3;-4,079332E-10
-2,25;-4,017612E-10
-2,2;-3,93247E-10
-2,15;-3,817519E-10
-2,1;-3,707502E-10
-2,05;-3,630581E-10
-2;-3,563162E-10
-1,95;-3,425748E-10
-1,9;-3,276308E-10
-1,85;-3,157149E-10
-1,8;-3,075426E-10
-1,75;-2,939387E-10
-1,7;-2,796932E-10
-1,65;-2,685772E-10
-1,6;-2,59185E-10
-1,55;-2,44391E-10
-1,5;-2,284143E-10
-1,45;-2,151E-10
-1,4;-2,023395E-10
-1,35;-1,864112E-10
-1,3;-1,670386E-10
-1,25;-1,500438E-10
-1,2;-1,346516E-10
-1,15;-1,180581E-10
-1,1;-9,885771E-11
-1,05;-8,161526E-11
-1;-6,627752E-11
-0,95;-4,518372E-11
-0,9;-2,083649E-11
-0,85;6,424737E-12
-0,8;3,188427E-11
-0,75;6,083989E-11
-0,7;9,706624E-11
-0,65;1,435951E-10
-0,6;2,096354E-10
-0,55;3,201153E-10
-0,5;5,262992E-10
-0,45;9,04254E-10
-0,4;1,577977E-09
-0,35;3,099638E-09
-0,3;4,43981E-09
-0,25;6,934242E-09
-0,2;1,036723E-08
-0,15;1,472559E-08
-0,1;2,247417E-08
-0,05;2,857737E-08
0;3,483846E-08
0,05;4,096342E-08
0,1;4,694018E-08
0,15;5,266607E-08
0,2;5,812298E-08
0,25;6,337269E-08
0,3;6,848153E-08
0,35;7,336288E-08
0,4;7,797385E-08
0,45;8,241769E-08
0,5;8,6828E-08
0,55;9,105968E-08
0,6;9,510642E-08
0,65;9,90613E-08
0,7;1,028984E-07
0,75;1,066643E-07
0,8;1,103192E-07
0,85;1,138381E-07
0,9;1,173132E-07
0,95;1,206674E-07
1;1,239193E-07
1,05;1,270668E-07
1,1;1,301076E-07
1,15;1,330818E-07
1,2;1,359213E-07
1,25;1,386294E-07
1,3;1,412809E-07
1,35;1,43825E-07
1,4;1,462758E-07
1,45;1,486192E-07
1,5;1,50858E-07
1,55;1,530896E-07
1,6;1,552203E-07
1,65;1,572515E-07
1,7;1,592416E-07
1,75;1,611927E-07
1,8;1,630896E-07
1,85;1,649006E-07
1,9;1,666566E-07
1,95;1,684174E-07
2;1,701005E-07
2,05;1,717532E-07
2,1;1,73332E-07
2,15;1,749087E-07
2,2;1,764399E-07
2,25;1,779256E-07
2,3;1,793599E-07
2,35;1,807782E-07
2,4;1,821919E-07
2,45;1,83539E-07
2,5;1,84861E-07
2,55;1,861215E-07
2,6;1,874479E-07
2,65;1,886588E-07
2,7;1,89844E-07
2,75;1,909932E-07
2,8;1,921538E-07
2,85;1,93263E-07
2,9;1,943208E-07
2,95;1,953309E-07
3;1,963683E-07
3,05;1,973573E-07
3,1;1,982918E-07
3,15;1,991941E-07
3,2;2,001039E-07
3,25;2,009796E-07
3,3;2,018067E-07
3,35;2,026273E-07
3,4;2,034535E-07
3,45;2,042745E-07
3,5;2,050397E-07
3,55;2,057697E-07
3,6;2,065455E-07
3,65;2,073016E-07
3,7;2,080781E-07
3,75;2,088094E-07
3,8;2,095846E-07
3,85;2,10216E-07
3,9;2,110073E-07
3,95;2,117547E-07
4;2,125011E-07
4,05;2,132393E-07
4,1;2,139278E-07
4,15;2,14658E-07
4,2;2,154088E-07
4,25;2,161025E-07
4,3;2,167967E-07
4,35;2,174866E-07
4,4;2,182077E-07
4,45;2,188979E-07
4,5;2,195689E-07
4,55;2,202231E-07
4,6;2,209187E-07
4,65;2,216029E-07
4,7;2,222268E-07
4,75;2,228546E-07
4,8;2,235197E-07
4,85;2,241404E-07
4,9;2,247531E-07
4,95;2,253554E-07
5;2,259501E-07
