Tensao [V];Corrente [A]
-5;-9,374055E-10
-4,95;-9,146646E-10
-4,9;-8,950209E-10
-4,85;-8,765883E-10
-4,8;-8,664474E-10
-4,75;-8,571571E-10
-4,7;-8,461895E-10
-4,65;-8,314107E-10
-4,6;-8,237095E-10
-4,55;-8,151248E-10
-4,5;-8,049577E-10
-4,45;-7,926799E-10
-4,4;-7,828848E-10
-4,35;-7,770998E-10
-4,3;-7,684045E-10
-4,25;-7,568836E-10
-4,2;-7,460208E-10
-4,15;-7,407175E-10
-4,1;-7,339409E-10
-4,05;-7,220842E-10
-4;-7,123802E-10
-3,95;-7,061076E-10
-3,9;-6,988146E-10
-3,85;-6,860958E-10
-3,8;-6,767474E-10
-3,75;-6,705528E-10
-3,7;-6,590972E-10
-3,65;-6,591756E-10
-3,6;-6,44945E-10
-3,55;-6,350437E-10
-3,5;-6,272356E-10
-3,45;-6,157295E-10
-3,4;-6,046219E-10
-3,35;-5,980883E-10
-3,3;-5,920412E-10
-3,25;-5,81095E-10
-3,2;-5,710502E-10
-3,15;-5,626112E-10
-3,1;-5,569865E-10
-3,05;-5,465441E-10
-3;-5,350923E-10
-2,95;-5,309969E-10
-2,9;-5,258391E-10
-2,85;-5,155962E-10
-2,8;-5,040554E-10
-2,75;-4,92698E-10
-2,7;-4,877887E-10
-2,65;-4,798739E-10
-2,6;-4,68223E-10
-2,55;-4,591049E-10
-2,5;-4,52479E-10
-2,45;-4,435726E-10
-2,4;-4,317407E-10
-2,35;-4,20174E-10
-2,3;-4,130433E-10
-2,25;-4,115632E-10
-2,2;-4,004548E-10
-2,15;-3,874958E-10
-2,1;-3,805585E-10
-2,05;-3,702102E-10
-2;-3,591051E-10
-1,95;-3,470234E-10
-1,9;-3,381958E-10
-1,85;-3,299432E-10
-1,8;-3,161274E-10
-1,75;-3,024516E-10
-1,7;-2,912477E-10
-1,65;-2,80803E-10
-1,6;-2,664547E-10
-1,55;-2,486536E-10
-1,5;-2,385446E-10
-1,45;-2,249841E-10
-1,4;-2,091063E-10
-1,35;-1,924014E-10
-1,3;-1,721631E-10
-1,25;-1,428326E-10
-1,2;-1,317476E-10
-1,15;-1,165597E-10
-1,1;-9,999587E-11
-1,05;-8,354979E-11
-1;-6,462186E-11
-0,95;-4,160838E-11
-0,9;-2,132941E-11
-0,85;-3,54396E-13
-0,8;2,469028E-11
-0,75;5,881385E-11
-0,7;9,119495E-11
-0,65;1,326686E-10
-0,6;1,97972E-10
-0,55;3,096606E-10
-0,5;5,12776E-10
-0,45;8,948712E-10
-0,4;1,578891E-09
-0,35;3,255664E-09
-0,3;4,499527E-09
-0,25;7,012118E-09
-0,2;1,047481E-08
-0,15;1,479791E-08
-0,1;2,264314E-08
-0,05;2,884185E-08
0;3,514747E-08
0,05;4,133646E-08
0,1;4,733685E-08
0,15;5,307121E-08
0,2;5,854199E-08
0,25;6,380014E-08
0,3;6,890877E-08
0,35;7,378148E-08
0,4;7,839878E-08
0,45;8,287285E-08
0,5;8,724408E-08
0,55;9,148669E-08
0,6;9,553627E-08
0,65;9,944881E-08
0,7;1,033219E-07
0,75;1,070979E-07
0,8;1,10754E-07
0,85;1,142707E-07
0,9;1,177232E-07
0,95;1,211184E-07
1;1,243892E-07
1,05;1,275265E-07
1,1;1,305887E-07
1,15;1,335919E-07
1,2;1,364543E-07
1,25;1,391528E-07
1,3;1,417901E-07
1,35;1,443907E-07
1,4;1,468587E-07
1,45;1,491735E-07
1,5;1,514482E-07
1,55;1,536781E-07
1,6;1,558399E-07
1,65;1,578709E-07
1,7;1,598373E-07
1,75;1,618224E-07
1,8;1,63707E-07
1,85;1,655217E-07
1,9;1,672449E-07
1,95;1,689917E-07
2;1,7071E-07
2,05;1,723255E-07
2,1;1,739016E-07
2,15;1,75469E-07
2,2;1,769896E-07
2,25;1,785045E-07
2,3;1,798919E-07
2,35;1,813335E-07
2,4;1,827098E-07
2,45;1,840678E-07
2,5;1,853378E-07
2,55;1,866215E-07
2,6;1,879203E-07
2,65;1,891519E-07
2,7;1,903011E-07
2,75;1,914596E-07
2,8;1,926212E-07
2,85;1,937346E-07
2,9;1,947561E-07
2,95;1,957814E-07
3;1,968085E-07
3,05;1,977929E-07
3,1;1,987083E-07
3,15;1,995781E-07
3,2;2,005254E-07
3,25;2,014212E-07
3,3;2,022291E-07
3,35;2,030301E-07
3,4;2,038773E-07
3,45;2,047175E-07
3,5;2,055022E-07
3,55;2,062325E-07
3,6;2,070186E-07
3,65;2,078345E-07
3,7;2,08563E-07
3,75;2,09295E-07
3,8;2,100093E-07
3,85;2,108207E-07
3,9;2,115175E-07
3,95;2,122513E-07
4;2,130225E-07
4,05;2,137792E-07
4,1;2,144653E-07
4,15;2,152093E-07
4,2;2,159537E-07
4,25;2,166678E-07
4,3;2,173365E-07
4,35;2,18009E-07
4,4;2,187265E-07
4,45;2,194502E-07
4,5;2,200759E-07
4,55;2,207314E-07
4,6;2,214259E-07
4,65;2,221048E-07
4,7;2,227404E-07
4,75;2,233404E-07
4,8;2,239861E-07
4,85;2,246568E-07
4,9;2,252413E-07
4,95;2,25818E-07
5;2,264283E-07
