Tensao [V];Corrente [A]
-5;-2,416787E-09
-4,95;-2,401533E-09
-4,9;-2,380749E-09
-4,85;-2,361773E-09
-4,8;-2,34337E-09
-4,75;-2,325303E-09
-4,7;-2,31324E-09
-4,65;-2,299879E-09
-4,6;-2,285218E-09
-4,55;-2,273642E-09
-4,5;-2,263022E-09
-4,45;-2,251172E-09
-4,4;-2,238869E-09
-4,35;-2,224947E-09
-4,3;-2,216331E-09
-4,25;-2,207737E-09
-4,2;-2,191743E-09
-4,15;-2,178716E-09
-4,1;-2,167178E-09
-4,05;-2,156115E-09
-4;-2,144611E-09
-3,95;-2,131311E-09
-3,9;-2,119106E-09
-3,85;-2,107757E-09
-3,8;-2,107177E-09
-3,75;-2,094952E-09
-3,7;-2,077395E-09
-3,65;-2,066055E-09
-3,6;-2,052862E-09
-3,55;-2,037326E-09
-3,5;-2,024412E-09
-3,45;-2,013782E-09
-3,4;-2,002801E-09
-3,35;-2,027921E-09
-3,3;-1,995536E-09
-3,25;-1,97431E-09
-3,2;-1,962926E-09
-3,15;-1,947569E-09
-3,1;-1,930213E-09
-3,05;-1,908181E-09
-3;-1,899078E-09
-2,95;-1,890316E-09
-2,9;-1,876334E-09
-2,85;-1,855865E-09
-2,8;-1,839093E-09
-2,75;-1,826053E-09
-2,7;-1,807301E-09
-2,65;-1,783533E-09
-2,6;-1,764077E-09
-2,55;-1,745769E-09
-2,5;-1,72888E-09
-2,45;-1,702949E-09
-2,4;-1,68229E-09
-2,35;-1,663563E-09
-2,3;-1,641266E-09
-2,25;-1,619404E-09
-2,2;-1,592136E-09
-2,15;-1,571882E-09
-2,1;-1,545885E-09
-2,05;-1,516037E-09
-2;-1,486766E-09
-1,95;-1,460954E-09
-1,9;-1,431433E-09
-1,85;-1,397946E-09
-1,8;-1,362802E-09
-1,75;-1,331074E-09
-1,7;-1,296051E-09
-1,65;-1,239098E-09
-1,6;-1,166357E-09
-1,55;-1,079995E-09
-1,5;-9,665652E-10
-1,45;-7,993013E-10
-1,4;-5,820468E-10
-1,35;-2,923285E-10
-1,3;8,790091E-11
-1,25;5,854406E-10
-1,2;1,230292E-09
-1,15;2,059078E-09
-1,1;3,435376E-09
-1,05;4,615161E-09
-1;6,565082E-09
-0,95;9,311218E-09
-0,9;1,314256E-08
-0,85;1,84897E-08
-0,8;2,974033E-08
-0,75;4,158064E-08
-0,7;5,774953E-08
-0,65;7,959408E-08
-0,6;1,088661E-07
-0,55;1,4812E-07
-0,5;1,991661E-07
-0,45;2,631689E-07
-0,4;3,376927E-07
-0,35;4,169584E-07
-0,3;4,976772E-07
-0,25;5,796084E-07
-0,2;6,626407E-07
-0,15;7,464364E-07
-0,1;8,316796E-07
-0,05;9,176258E-07
0;1,006041E-06
0,05;1,095104E-06
0,1;1,185973E-06
0,15;1,277929E-06
0,2;1,371563E-06
0,25;1,466544E-06
0,3;1,563248E-06
0,35;1,661731E-06
0,4;1,761041E-06
0,45;1,862771E-06
0,5;1,965369E-06
0,55;2,070985E-06
0,6;2,177168E-06
0,65;2,284372E-06
0,7;2,393082E-06
0,75;2,502921E-06
0,8;2,613858E-06
0,85;2,724512E-06
0,9;2,835366E-06
0,95;2,946357E-06
1;3,05628E-06
1,05;3,166821E-06
1,1;3,274753E-06
1,15;3,382524E-06
1,2;3,48876E-06
1,25;3,593121E-06
1,3;3,696712E-06
1,35;3,797889E-06
1,4;3,898704E-06
1,45;3,996228E-06
1,5;4,093929E-06
1,55;4,18862E-06
1,6;4,283175E-06
1,65;4,374935E-06
1,7;4,465716E-06
1,75;4,554567E-06
1,8;4,641056E-06
1,85;4,727904E-06
1,9;4,809971E-06
1,95;4,892415E-06
2;4,971384E-06
2,05;5,050091E-06
2,1;5,126056E-06
2,15;5,20062E-06
2,2;5,272374E-06
2,25;5,343149E-06
2,3;5,411628E-06
2,35;5,478193E-06
2,4;5,542812E-06
2,45;5,606125E-06
2,5;5,666817E-06
2,55;5,725827E-06
2,6;5,783902E-06
2,65;5,839263E-06
2,7;5,894071E-06
2,75;5,945607E-06
2,8;5,996382E-06
2,85;6,045704E-06
2,9;6,09273E-06
2,95;6,139358E-06
3;6,182872E-06
3,05;6,227879E-06
3,1;6,268124E-06
3,15;6,309724E-06
3,2;6,34781E-06
3,25;6,386157E-06
3,3;6,422645E-06
3,35;6,458026E-06
3,4;6,492133E-06
3,45;6,525885E-06
3,5;6,557442E-06
3,55;6,589223E-06
3,6;6,619865E-06
3,65;6,649437E-06
3,7;6,678312E-06
3,75;6,706618E-06
3,8;6,734203E-06
3,85;6,760679E-06
3,9;6,788046E-06
3,95;6,813184E-06
4;6,838763E-06
4,05;6,862955E-06
4,1;6,887619E-06
4,15;6,911066E-06
4,2;6,934373E-06
4,25;6,957053E-06
4,3;6,979442E-06
4,35;7,001115E-06
4,4;7,022223E-06
4,45;7,043393E-06
4,5;7,063422E-06
4,55;7,083381E-06
4,6;7,102828E-06
4,65;7,121936E-06
4,7;7,140297E-06
4,75;7,158766E-06
4,8;7,175984E-06
4,85;7,194149E-06
4,9;7,21032E-06
4,95;7,228165E-06
5;7,243872E-06
